Case ID,Activity,Resource,Complete Timestamp,concept:name,impact,lifecycle:transition,org:group,org:role,organization country,organization involved,product,resource country
1-704218008,Accepted\\In Progress,Morgan,2012/04/18 14:19:40.000,Accepted,Low,In Progress,U2,V3_2,fr,Org line C,PROD279,France
1-704218008,Queued\\Awaiting Assignment,Morgan,2012/04/18 14:20:06.000,Queued,Low,Awaiting Assignment,W4,V3_2,fr,Org line C,PROD279,France
1-722332101,Accepted\\In Progress,Angelica,2012/04/18 14:21:47.000,Accepted,Low,In Progress,G96,V3_2,br,Org line C,PROD321,Brazil
1-704218008,Accepted\\In Progress,Stephane,2012/04/18 14:22:23.000,Accepted,Low,In Progress,W4,V3_2,fr,Org line C,PROD279,France
1-704218008,Accepted\\Assigned,Stephane,2012/04/18 14:22:38.000,Accepted,Low,Assigned,W4,V3_2,fr,Org line C,PROD279,France
1-722293660,Accepted\\In Progress,Patryk,2012/04/18 14:25:53.000,Accepted,Medium,In Progress,D8,A2_1,fr,Org line A2,PROD698,POLAND
1-722293660,Accepted\\In Progress,Patryk,2012/04/18 14:27:13.000,Accepted,Medium,In Progress,D8,A2_1,fr,Org line A2,PROD698,POLAND
1-722332101,Queued\\Awaiting Assignment,Angelica,2012/04/18 14:30:19.000,Queued,Low,Awaiting Assignment,G97,V3_2,br,Org line C,PROD321,Brazil
1-722299587,Accepted\\In Progress,Prashant,2012/04/18 14:35:28.000,Accepted,Medium,In Progress,G92,E_5,in,Org line C,PROD325,INDIA
1-722299587,Accepted\\Assigned,Prashant,2012/04/18 14:35:41.000,Accepted,Medium,Assigned,G92,E_5,in,Org line C,PROD325,INDIA
1-715416221,Accepted\\Wait - User,Sudhakar Moses,2012/04/18 14:36:39.000,Accepted,Low,Wait - User,G97,V3_2,in,Org line C,PROD788,INDIA
1-722293660,Accepted\\Wait - User,Patryk,2012/04/18 14:37:31.000,Accepted,Medium,Wait - User,D8,A2_1,fr,Org line A2,PROD698,POLAND
1-722299587,Accepted\\In Progress,Sharath,2012/04/18 14:39:09.000,Accepted,Medium,In Progress,G92,E_5,in,Org line C,PROD325,INDIA
1-722299587,Accepted\\Wait - User,Sharath,2012/04/18 14:39:15.000,Accepted,Medium,Wait - User,G92,E_5,in,Org line C,PROD325,INDIA
1-707802351,Accepted\\In Progress,Prashant,2012/04/18 14:39:53.000,Accepted,High,In Progress,G92,E_5,us,Org line C,PROD793,INDIA
1-707802351,Accepted\\Wait - User,Prashant,2012/04/18 14:40:00.000,Accepted,High,Wait - User,G92,E_5,us,Org line C,PROD793,INDIA
1-716425334,Accepted\\Wait - User,Prashant,2012/04/18 14:40:31.000,Accepted,Medium,Wait - User,G92,E_5,be,Org line C,PROD715,INDIA
1-709456716,Accepted\\In Progress,Emil,2012/04/18 14:41:52.000,Accepted,Medium,In Progress,D7,A2_1,se,Org line A2,PROD236,Sweden
1-722206475,Accepted\\In Progress,Patryk,2012/04/18 14:42:35.000,Accepted,Medium,In Progress,D8,A2_1,pl,Org line A2,PROD790,POLAND
1-709073651,Accepted\\In Progress,Sreelesh,2012/04/18 14:42:37.000,Accepted,Medium,In Progress,G92,E_5,in,Org line C,PROD243,INDIA
1-722206475,Completed\\Resolved,Patryk,2012/04/18 14:44:04.000,Completed,Medium,Resolved,D8,A2_1,pl,Org line A2,PROD790,POLAND
1-720110782,Accepted\\In Progress,Pontus,2012/04/18 14:47:21.000,Accepted,Medium,In Progress,S42,V3_2,se,Org line C,PROD660,Sweden
1-722043575,Accepted\\Assigned,Pawel,2012/04/18 14:49:45.000,Accepted,Low,Assigned,G96,V3_2,in,Org line C,PROD205,POLAND
1-720110782,Queued\\Awaiting Assignment,Pontus,2012/04/18 14:50:45.000,Queued,Medium,Awaiting Assignment,G140 2nd,E_10,se,Org line C,PROD660,Sweden
1-716962496,Queued\\Awaiting Assignment,Thomas,2012/04/18 14:50:57.000,Queued,Low,Awaiting Assignment,G97,V3_2,pl,Org line C,PROD424,Sweden
1-720113580,Accepted\\In Progress,Nina,2012/04/18 14:51:21.000,Accepted,Low,In Progress,G97,V3_2,in,Org line C,PROD494,POLAND
1-722223033,Accepted\\In Progress,Piotr,2012/04/18 14:52:28.000,Accepted,Low,In Progress,G97,V3_2,fr,Org line C,PROD262,POLAND
1-720113580,Accepted\\Assigned,Nina,2012/04/18 14:52:50.000,Accepted,Low,Assigned,G97,V3_2,in,Org line C,PROD494,POLAND
1-722135421,Queued\\Awaiting Assignment,Liselott,2012/04/18 14:52:55.000,Queued,Medium,Awaiting Assignment,S56,,se,Other,PROD424,Sweden
1-720110782,Accepted\\In Progress,Olof,2012/04/18 14:54:53.000,Accepted,Medium,In Progress,G140 2nd,E_10,se,Org line C,PROD660,Sweden
1-720110782,Accepted\\Assigned,Olof,2012/04/18 14:56:09.000,Accepted,Medium,Assigned,G140 2nd,E_10,se,Org line C,PROD660,Sweden
1-722103115,Queued\\Awaiting Assignment,Fredrik,2012/04/18 14:59:06.000,Queued,Low,Awaiting Assignment,T16 2nd,,se,Org line V2,PROD42,Sweden
1-722135421,Accepted\\In Progress,Marika,2012/04/18 15:02:48.000,Accepted,Medium,In Progress,S56,,se,Other,PROD424,POLAND
1-722135421,Queued\\Awaiting Assignment,Marika,2012/04/18 15:02:55.000,Queued,Medium,Awaiting Assignment,S56,,se,Other,PROD424,POLAND
1-722362086,Accepted\\In Progress,Jonas,2012/04/18 15:03:19.000,Accepted,Medium,In Progress,D7,A2_1,se,Org line A2,PROD775,Sweden
1-722362086,Accepted\\In Progress,Jonas,2012/04/18 15:03:25.000,Accepted,Medium,In Progress,D7,A2_1,se,Org line A2,PROD775,Sweden
1-708824660,Accepted\\Wait - User,Patryk,2012/04/18 15:04:03.000,Accepted,Medium,Wait - User,D8,A2_1,pl,Org line A2,PROD776,POLAND
1-722386222,Accepted\\In Progress,Henk,2012/04/18 15:04:18.000,Accepted,Medium,In Progress,G300,V3_2,se,Org line C,PROD271,Belgium
1-722386222,Accepted\\In Progress,Henk,2012/04/18 15:04:43.000,Accepted,Medium,In Progress,G300,V3_2,se,Org line C,PROD271,Belgium
1-687082195,Accepted\\In Progress,Sreelesh,2012/04/18 15:05:10.000,Accepted,Medium,In Progress,G92,E_5,pl,Org line C,PROD158,INDIA
1-716962496,Accepted\\In Progress,Marika,2012/04/18 15:08:04.000,Accepted,Low,In Progress,G97,V3_2,pl,Org line C,PROD424,POLAND
1-716962496,Queued\\Awaiting Assignment,Marika,2012/04/18 15:08:38.000,Queued,Low,Awaiting Assignment,G97,V3_2,pl,Org line C,PROD424,POLAND
1-722362086,Queued\\Awaiting Assignment,Jonas,2012/04/18 15:11:19.000,Queued,Medium,Awaiting Assignment,W15 2nd,A2_1,se,Org line A2,PROD775,Sweden
1-717971591,Accepted\\In Progress,Marc,2012/04/18 15:12:16.000,Accepted,Medium,In Progress,V22 2nd,A2_4,fr,Org line A2,PROD644,France
1-717446378,Accepted\\Wait,Alexander,2012/04/18 15:16:02.000,Accepted,Low,Wait,G253 2nd,E_10,pl,Org line C,PROD424,Sweden
1-722386222,Queued\\Awaiting Assignment,Henk,2012/04/18 15:17:45.000,Queued,Medium,Awaiting Assignment,G76,E_5,se,Org line C,PROD271,Belgium
1-722388008,Accepted\\In Progress,Alexandre,2012/04/18 15:18:03.000,Accepted,Low,In Progress,C9,V3_2,br,Org line C,PROD424,Brazil
1-717971591,Queued\\Awaiting Assignment,Marc,2012/04/18 15:18:38.000,Queued,Medium,Awaiting Assignment,V45,V3_2,fr,Org line C,PROD644,France
1-722206475,Accepted\\In Progress,Patryk,2012/04/18 15:19:02.000,Accepted,Medium,In Progress,D8,A2_1,pl,Org line A2,PROD790,POLAND
1-722206475,Queued\\Awaiting Assignment,Patryk,2012/04/18 15:19:35.000,Queued,Medium,Awaiting Assignment,N19 2nd,A2_1,pl,Org line A2,PROD790,POLAND
1-722206475,Queued\\Awaiting Assignment,Patryk,2012/04/18 15:19:36.000,Queued,Medium,Awaiting Assignment,N19 2nd,A2_1,pl,Org line A2,PROD790,POLAND
1-722388008,Accepted\\In Progress,Alexandre,2012/04/18 15:21:05.000,Accepted,Low,In Progress,C9,V3_2,br,Org line C,PROD424,Brazil
1-722019330,Queued\\Awaiting Assignment,Vandana,2012/04/18 15:22:26.000,Queued,Low,Awaiting Assignment,G97,V3_2,se,Org line C,PROD424,INDIA
1-722019330,Queued\\Awaiting Assignment,Vandana,2012/04/18 15:22:27.000,Queued,Low,Awaiting Assignment,G97,V3_2,se,Org line C,PROD424,INDIA
1-720183338,Accepted\\In Progress,Tadeusz,2012/04/18 15:29:13.000,Accepted,Low,In Progress,G97,V3_2,pl,Org line C,PROD261,POLAND
1-722415150,Accepted\\In Progress,Katarina,2012/04/18 15:31:58.000,Accepted,Low,In Progress,T12,,se,Org line V2,PROD493,Sweden
1-720121244,Queued\\Awaiting Assignment,Tsun Fai,2012/04/18 15:32:05.000,Queued,Medium,Awaiting Assignment,D5,A2_1,nl,Org line C,PROD542,Netherlands
1-722386222,Accepted\\In Progress,Ingemar,2012/04/18 15:33:27.000,Accepted,Medium,In Progress,G76,E_5,se,Org line C,PROD271,Sweden
1-722415150,Accepted\\In Progress,Katarina,2012/04/18 15:33:27.000,Accepted,Low,In Progress,T12,,se,Org line V2,PROD493,Sweden
1-722386222,Queued\\Awaiting Assignment,Ingemar,2012/04/18 15:35:28.000,Queued,Medium,Awaiting Assignment,G70 2nd,E_3,se,Org line C,PROD271,Sweden
1-720183338,Queued\\Awaiting Assignment,Tadeusz,2012/04/18 15:35:30.000,Queued,Low,Awaiting Assignment,M8,V3_2,pl,Org line C,PROD261,POLAND
1-722415150,Queued\\Awaiting Assignment,Katarina,2012/04/18 15:37:31.000,Queued,Low,Awaiting Assignment,T12,,se,Org line V2,PROD493,Sweden
1-722393548,Accepted\\In Progress,Patrick,2012/04/18 15:38:14.000,Accepted,Low,In Progress,G373,V3_2,se,Org line C,PROD455,Sweden
1-722393548,Accepted\\In Progress,Patrick,2012/04/18 15:38:20.000,Accepted,Low,In Progress,G373,V3_2,se,Org line C,PROD455,Sweden
1-722385327,Accepted\\In Progress,Izabela,2012/04/18 15:38:25.000,Accepted,Medium,In Progress,G97,V3_2,in,Org line C,PROD348,POLAND
1-722393548,Queued\\Awaiting Assignment,Patrick,2012/04/18 15:39:17.000,Queued,Low,Awaiting Assignment,S49,V3_2,se,Org line C,PROD455,Sweden
1-722385327,Accepted\\In Progress,Izabela,2012/04/18 15:40:09.000,Accepted,Medium,In Progress,G97,V3_2,in,Org line C,PROD348,POLAND
1-722398871,Accepted\\In Progress,Evy,2012/04/18 15:42:10.000,Accepted,Medium,In Progress,D2,A2_1,be,Org line C,PROD235,Belgium
1-722398871,Accepted\\In Progress,Evy,2012/04/18 15:42:52.000,Accepted,Medium,In Progress,D2,A2_1,be,Org line C,PROD235,Belgium
1-720286781,Accepted\\Wait - User,Jithendra,2012/04/18 15:44:02.000,Accepted,Medium,Wait - User,L50 3rd,D_1,in,Org line A2,PROD611,INDIA
1-694300980,Queued\\Awaiting Assignment,Ewa,2012/04/18 15:44:20.000,Queued,Medium,Awaiting Assignment,G21 2nd,A2_2,se,Org line A2,PROD96,POLAND
1-722223033,Accepted\\Wait - User,Piotr,2012/04/18 15:45:16.000,Accepted,Low,Wait - User,G97,V3_2,fr,Org line C,PROD262,POLAND
1-701799752,Accepted\\In Progress,Michal,2012/04/18 15:45:51.000,Accepted,Medium,In Progress,M22 2nd,A2_1,be,Org line A2,PROD727,POLAND
1-722385327,Accepted\\In Progress,Izabela,2012/04/18 15:45:53.000,Accepted,Medium,In Progress,G97,V3_2,in,Org line C,PROD348,POLAND
1-722385327,Queued\\Awaiting Assignment,Izabela,2012/04/18 15:47:44.000,Queued,Medium,Awaiting Assignment,G92,E_5,in,Org line C,PROD348,POLAND
1-720256656,Accepted\\Assigned,Jörgen,2012/04/18 15:48:06.000,Accepted,Medium,Assigned,G28 3rd,A2_2,se,Org line A2,PROD184,Sweden
1-717971591,Accepted\\In Progress,Jonatan,2012/04/18 15:48:39.000,Accepted,Medium,In Progress,V45,V3_2,fr,Org line C,PROD644,France
1-722386222,Accepted\\In Progress,Luc,2012/04/18 15:48:41.000,Accepted,Medium,In Progress,G70 2nd,E_3,se,Org line C,PROD271,Belgium
1-717971591,Accepted\\Assigned,Jonatan,2012/04/18 15:49:13.000,Accepted,Medium,Assigned,V45,V3_2,fr,Org line C,PROD644,France
1-720256656,Accepted\\In Progress,Jörgen,2012/04/18 15:49:59.000,Accepted,Medium,In Progress,G28 3rd,A2_2,se,Org line A2,PROD184,Sweden
1-720256656,Accepted\\Assigned,Jörgen,2012/04/18 15:50:17.000,Accepted,Medium,Assigned,G28 3rd,A2_2,se,Org line A2,PROD184,Sweden
1-717971591,Accepted\\In Progress,Thierry,2012/04/18 15:51:30.000,Accepted,Medium,In Progress,V45,V3_2,fr,Org line C,PROD644,France
1-722446422,Accepted\\In Progress,Rafal,2012/04/18 15:53:29.000,Accepted,Low,In Progress,G96,V3_2,pl,Org line C,PROD215,POLAND
1-722446422,Accepted\\In Progress,Rafal,2012/04/18 15:53:39.000,Accepted,Low,In Progress,G96,V3_2,pl,Org line C,PROD215,POLAND
1-722410869,Accepted\\In Progress,Oden,2012/04/18 15:57:21.000,Accepted,Medium,In Progress,S42,V3_2,se,Org line C,PROD661,Sweden
1-722410869,Accepted\\In Progress,Oden,2012/04/18 15:57:49.000,Accepted,Medium,In Progress,S42,V3_2,se,Org line C,PROD661,Sweden
1-722410869,Queued\\Awaiting Assignment,Oden,2012/04/18 15:57:55.000,Queued,Medium,Awaiting Assignment,S42,V3_2,se,Org line C,PROD661,Sweden
1-722446422,Queued\\Awaiting Assignment,Rafal,2012/04/18 16:00:34.000,Queued,Low,Awaiting Assignment,G40,A2_2,pl,Org line A2,PROD215,POLAND
1-722464062,Accepted\\In Progress,Joakim,2012/04/18 16:01:56.000,Accepted,Low,In Progress,S37,V3_2,se,Org line C,PROD549,Sweden
1-706996552,Accepted\\In Progress,Michail,2012/04/18 16:02:39.000,Accepted,Low,In Progress,G172,,se,Other,PROD455,Czech Republic
1-722410869,Accepted\\In Progress,Fredrik,2012/04/18 16:03:01.000,Accepted,Medium,In Progress,S42,V3_2,se,Org line C,PROD661,Sweden
1-722464062,Accepted\\In Progress,Joakim,2012/04/18 16:03:01.000,Accepted,Low,In Progress,S37,V3_2,se,Org line C,PROD549,Sweden
1-722388008,Accepted\\Assigned,Alexandre,2012/04/18 16:03:19.000,Accepted,Low,Assigned,C9,V3_2,br,Org line C,PROD424,Brazil
1-719278453,Accepted\\In Progress,Marika,2012/04/18 16:03:59.000,Accepted,Low,In Progress,G97,V3_2,se,Org line C,PROD262,POLAND
1-719278453,Accepted\\Assigned,Marika,2012/04/18 16:04:03.000,Accepted,Low,Assigned,G97,V3_2,se,Org line C,PROD262,POLAND
1-722446651,Accepted\\In Progress,Rafal,2012/04/18 16:05:07.000,Accepted,Low,In Progress,G96,V3_2,se,Org line C,PROD196,POLAND
1-722332101,Accepted\\In Progress,Alex,2012/04/18 16:05:13.000,Accepted,Low,In Progress,G97,V3_2,br,Org line C,PROD321,Brazil
1-722446651,Accepted\\In Progress,Rafal,2012/04/18 16:05:15.000,Accepted,Low,In Progress,G96,V3_2,se,Org line C,PROD196,POLAND
1-720110782,Accepted\\In Progress,Magnus,2012/04/18 16:05:42.000,Accepted,Medium,In Progress,G140 2nd,E_10,se,Org line C,PROD660,Sweden
1-722332101,Accepted\\Assigned,Alex,2012/04/18 16:05:44.000,Accepted,Low,Assigned,G97,V3_2,br,Org line C,PROD321,Brazil
1-722464062,Queued\\Awaiting Assignment,Joakim,2012/04/18 16:06:39.000,Queued,Low,Awaiting Assignment,N20,V3_2,se,Org line C,PROD549,Sweden
1-720238521,Accepted\\In Progress,Abhishek,2012/04/18 16:06:52.000,Accepted,Low,In Progress,M7 2nd,A2_2,se,Org line A2,PROD66,INDIA
1-722410869,Accepted\\Wait - User,Fredrik,2012/04/18 16:10:38.000,Accepted,Medium,Wait - User,S42,V3_2,se,Org line C,PROD661,Sweden
1-722206475,Accepted\\In Progress,Patrik,2012/04/18 16:10:39.000,Accepted,Medium,In Progress,N19 2nd,A2_1,pl,Org line A2,PROD790,Sweden
1-720602934,Accepted\\In Progress,Alex,2012/04/18 16:12:00.000,Accepted,Low,In Progress,G97,V3_2,pl,Org line C,PROD618,Brazil
1-720602934,Accepted\\Assigned,Alex,2012/04/18 16:12:45.000,Accepted,Low,Assigned,G97,V3_2,pl,Org line C,PROD618,Brazil
1-722206475,Queued\\Awaiting Assignment,Patrik,2012/04/18 16:13:04.000,Queued,Medium,Awaiting Assignment,G63 2nd,A2_2,pl,Org line A2,PROD790,Sweden
1-722385327,Accepted\\In Progress,Prashant,2012/04/18 16:14:32.000,Accepted,Medium,In Progress,G92,E_5,in,Org line C,PROD348,INDIA
1-719204935,Queued\\Awaiting Assignment,Carl-Fredric,2012/04/18 16:14:46.000,Queued,Low,Awaiting Assignment,A18,V3_2,se,Org line C,PROD31,Sweden
1-719171831,Accepted\\In Progress,Marika,2012/04/18 16:15:12.000,Accepted,Low,In Progress,G97,V3_2,pl,Org line C,PROD454,POLAND
1-719171831,Accepted\\Assigned,Marika,2012/04/18 16:15:17.000,Accepted,Low,Assigned,G97,V3_2,pl,Org line C,PROD454,POLAND
1-719204935,Accepted\\In Progress,Carl-Fredric,2012/04/18 16:15:18.000,Accepted,Low,In Progress,A18,V3_2,se,Org line C,PROD31,Sweden
1-722485381,Accepted\\In Progress,Ana,2012/04/18 16:15:30.000,Accepted,Low,In Progress,G96,V3_2,br,Org line C,PROD253,Brazil
1-716164282,Accepted\\Assigned,Aleksandra,2012/04/18 16:15:53.000,Accepted,Medium,Assigned,S56,,pl,Other,PROD424,POLAND
1-722485381,Accepted\\In Progress,Ana,2012/04/18 16:16:03.000,Accepted,Low,In Progress,G96,V3_2,br,Org line C,PROD253,Brazil
1-708573022,Accepted\\Assigned,Fredrik,2012/04/18 16:17:57.000,Accepted,Medium,Assigned,S43,V3_2,se,Org line C,PROD660,Sweden
1-722398871,Accepted\\Wait,Evy,2012/04/18 16:21:23.000,Accepted,Medium,Wait,D2,A2_1,be,Org line C,PROD235,Belgium
1-719204935,Queued\\Awaiting Assignment,Carl-Fredric,2012/04/18 16:21:49.000,Queued,Low,Awaiting Assignment,M21 2nd,,se,Org line G4,PROD31,Sweden
1-694300980,Accepted\\In Progress,Girish,2012/04/18 16:23:56.000,Accepted,Medium,In Progress,G21 2nd,A2_2,se,Org line A2,PROD96,Sweden
1-694300980,Accepted\\Assigned,Girish,2012/04/18 16:24:04.000,Accepted,Medium,Assigned,G21 2nd,A2_2,se,Org line A2,PROD96,Sweden
1-718032180,Queued\\Awaiting Assignment,Hanna,2012/04/18 16:24:49.000,Queued,Medium,Awaiting Assignment,D4,A2_1,be,Org line A2,PROD236,POLAND
1-537219938,Accepted\\In Progress,Julien,2012/04/18 16:25:03.000,Accepted,Medium,In Progress,L62 3rd,A2_5,fr,Org line A2,PROD507,France
1-706996552,Queued\\Awaiting Assignment,Michail,2012/04/18 16:25:24.000,Queued,Low,Awaiting Assignment,S49,V3_2,se,Org line C,PROD455,Czech Republic
1-716981483,Accepted\\Wait - Implementation,Tomasz,2012/04/18 16:25:44.000,Accepted,Medium,Wait - Implementation,G42 3rd,A2_1,be,Org line A2,PROD320,POLAND
1-722457895,Accepted\\Wait - User,Kim,2012/04/18 16:26:03.000,Accepted,Medium,Wait - User,S42,V3_2,se,Org line C,PROD216,Sweden
1-537219938,Queued\\Awaiting Assignment,Julien,2012/04/18 16:26:29.000,Queued,Medium,Awaiting Assignment,V55 3rd,A2_5,fr,Org line A2,PROD507,France
1-706996552,Accepted\\In Progress,Cecilia,2012/04/18 16:26:32.000,Accepted,Low,In Progress,S49,V3_2,se,Org line C,PROD455,Sweden
1-706996552,Accepted\\Assigned,Cecilia,2012/04/18 16:26:40.000,Accepted,Low,Assigned,S49,V3_2,se,Org line C,PROD455,Sweden
1-722485381,Queued\\Awaiting Assignment,Ana,2012/04/18 16:30:01.000,Queued,Low,Awaiting Assignment,S9 2nd,V3_2,br,Org line B,PROD253,Brazil
1-722410885,Accepted\\In Progress,Oden,2012/04/18 16:31:18.000,Accepted,Medium,In Progress,S42,V3_2,se,Org line C,PROD660,Sweden
1-722410885,Accepted\\In Progress,Oden,2012/04/18 16:31:37.000,Accepted,Medium,In Progress,S42,V3_2,se,Org line C,PROD660,Sweden
1-722410885,Queued\\Awaiting Assignment,Oden,2012/04/18 16:31:50.000,Queued,Medium,Awaiting Assignment,S42,V3_2,se,Org line C,PROD660,Sweden
1-722457895,Accepted\\Wait - User,Kim,2012/04/18 16:32:20.000,Accepted,Medium,Wait - User,S42,V3_2,se,Org line C,PROD216,Sweden
1-722410885,Accepted\\In Progress,Torbjörn,2012/04/18 16:33:54.000,Accepted,Medium,In Progress,S42,V3_2,se,Org line C,PROD660,Sweden
1-722457895,Queued\\Awaiting Assignment,Kim,2012/04/18 16:34:59.000,Queued,Medium,Awaiting Assignment,S42,V3_2,se,Org line C,PROD216,Sweden
1-722457895,Accepted\\In Progress,Ulrika,2012/04/18 16:35:03.000,Accepted,Medium,In Progress,S42,V3_2,se,Org line C,PROD216,Sweden
1-722410885,Queued\\Awaiting Assignment,Torbjörn,2012/04/18 16:37:27.000,Queued,Medium,Awaiting Assignment,S43,V3_2,se,Org line C,PROD660,Sweden
1-719171831,Accepted\\In Progress,Krzysztof,2012/04/18 16:37:56.000,Accepted,Low,In Progress,G97,V3_2,pl,Org line C,PROD454,POLAND
1-719171831,Queued\\Awaiting Assignment,Krzysztof,2012/04/18 16:38:37.000,Queued,Low,Awaiting Assignment,G22 2nd,A2_2,pl,Org line A2,PROD454,POLAND
1-722446651,Queued\\Awaiting Assignment,Rafal,2012/04/18 16:42:20.000,Queued,Low,Awaiting Assignment,N52 2nd,V3_2,se,Org line C,PROD196,POLAND
1-722446651,Accepted\\In Progress,Ulf,2012/04/18 16:44:41.000,Accepted,Low,In Progress,N52 2nd,V3_2,se,Org line C,PROD196,Sweden
1-722499503,Accepted\\In Progress,Urszula,2012/04/18 16:44:53.000,Accepted,Low,In Progress,G97,V3_2,pl,Org line C,PROD424,POLAND
1-722446422,Accepted\\In Progress,Akanksha,2012/04/18 16:45:15.000,Accepted,Low,In Progress,G40,A2_2,pl,Org line A2,PROD215,Sweden
1-722499503,Accepted\\In Progress,Urszula,2012/04/18 16:45:27.000,Accepted,Low,In Progress,G97,V3_2,pl,Org line C,PROD424,POLAND
1-722514203,Accepted\\In Progress,Kim,2012/04/18 16:45:49.000,Accepted,Medium,In Progress,S42,V3_2,se,Org line C,PROD505,Sweden
1-722499503,Queued\\Awaiting Assignment,Urszula,2012/04/18 16:46:53.000,Queued,Low,Awaiting Assignment,G97,V3_2,pl,Org line C,PROD424,POLAND
1-722446422,Queued\\Awaiting Assignment,Akanksha,2012/04/18 16:47:14.000,Queued,Low,Awaiting Assignment,G97,V3_2,pl,Org line C,PROD215,Sweden
1-722393548,Accepted\\In Progress,Marcin,2012/04/18 16:47:38.000,Accepted,Low,In Progress,S49,V3_2,se,Org line C,PROD455,POLAND
1-722410885,Accepted\\In Progress,Marie,2012/04/18 16:48:48.000,Accepted,Medium,In Progress,S43,V3_2,se,Org line C,PROD660,Sweden
1-722362086,Accepted\\In Progress,Tomasz,2012/04/18 16:49:34.000,Accepted,Medium,In Progress,W15 2nd,A2_1,se,Org line A2,PROD775,POLAND
1-722362086,Queued\\Awaiting Assignment,Tomasz,2012/04/18 16:50:03.000,Queued,Medium,Awaiting Assignment,W16 3rd,A2_1,se,Org line A2,PROD775,POLAND
1-722410885,Accepted\\Assigned,Marie,2012/04/18 16:50:38.000,Accepted,Medium,Assigned,S43,V3_2,se,Org line C,PROD660,Sweden
1-722446651,Queued\\Awaiting Assignment,Ulf,2012/04/18 16:50:57.000,Queued,Low,Awaiting Assignment,G97,V3_2,se,Org line C,PROD196,Sweden
1-722032861,Queued\\Awaiting Assignment,Helen,2012/04/18 16:51:12.000,Queued,Medium,Awaiting Assignment,G359,V3_2,in,Org line C,PROD631,Sweden
1-720183338,Accepted\\In Progress,Christoffer,2012/04/18 16:53:31.000,Accepted,Low,In Progress,M8,V3_2,pl,Org line C,PROD261,Sweden
1-718028943,Accepted\\In Progress,Marta,2012/04/18 16:54:29.000,Accepted,Low,In Progress,G97,V3_2,pl,Org line C,PROD258,POLAND
1-718028943,Completed\\Resolved,Marta,2012/04/18 16:54:55.000,Completed,Low,Resolved,G97,V3_2,pl,Org line C,PROD258,POLAND
1-722032861,Accepted\\In Progress,Marika,2012/04/18 16:55:09.000,Accepted,Medium,In Progress,G359,V3_2,in,Org line C,PROD631,POLAND
1-722032861,Queued\\Awaiting Assignment,Marika,2012/04/18 16:55:44.000,Queued,Medium,Awaiting Assignment,G359,V3_2,in,Org line C,PROD631,POLAND
1-722456790,Accepted\\In Progress,Patryk,2012/04/18 16:56:48.000,Accepted,Medium,In Progress,D8,A2_1,pl,Org line A2,PROD776,POLAND
1-722456790,Accepted\\In Progress,Patryk,2012/04/18 16:57:09.000,Accepted,Medium,In Progress,D8,A2_1,pl,Org line A2,PROD776,POLAND
1-722514203,Accepted\\In Progress,Kim,2012/04/18 16:57:45.000,Accepted,Medium,In Progress,S42,V3_2,se,Org line C,PROD505,Sweden
1-722557908,Accepted\\In Progress,Sudhir,2012/04/18 16:59:20.000,Accepted,Low,In Progress,G96,V3_2,pl,Org line C,PROD698,INDIA
1-722456527,Accepted\\In Progress,T,2012/04/18 16:59:40.000,Accepted,Medium,In Progress,D1,A2_1,cn,Org line B,PROD305,INDIA
1-722557908,Accepted\\In Progress,Sudhir,2012/04/18 16:59:41.000,Accepted,Low,In Progress,G96,V3_2,pl,Org line C,PROD698,INDIA
1-722456527,Accepted\\In Progress,T,2012/04/18 17:00:27.000,Accepted,Medium,In Progress,D1,A2_1,cn,Org line B,PROD305,INDIA
1-722514203,Accepted\\Wait - User,Kim,2012/04/18 17:00:32.000,Accepted,Medium,Wait - User,S42,V3_2,se,Org line C,PROD505,Sweden
1-722514203,Queued\\Awaiting Assignment,Kim,2012/04/18 17:00:38.000,Queued,Medium,Awaiting Assignment,S42,V3_2,se,Org line C,PROD505,Sweden
1-722456790,Queued\\Awaiting Assignment,Patryk,2012/04/18 17:01:05.000,Queued,Medium,Awaiting Assignment,N14 2nd,A2_1,pl,Org line A2,PROD776,POLAND
1-722557908,Queued\\Awaiting Assignment,Sudhir,2012/04/18 17:02:09.000,Queued,Low,Awaiting Assignment,G22 2nd,A2_2,pl,Org line A2,PROD698,INDIA
1-722456790,Accepted\\In Progress,Paulina,2012/04/18 17:02:37.000,Accepted,Medium,In Progress,N14 2nd,A2_1,pl,Org line A2,PROD776,POLAND
1-722457895,Accepted\\Wait - User,Ulrika,2012/04/18 17:03:15.000,Accepted,Medium,Wait - User,S42,V3_2,se,Org line C,PROD216,Sweden
1-715505758,Accepted\\Wait - Vendor,Linda,2012/04/18 17:04:23.000,Accepted,Low,Wait - Vendor,S49,V3_2,se,Org line C,PROD455,Sweden
1-722456527,Queued\\Awaiting Assignment,T,2012/04/18 17:07:53.000,Queued,Medium,Awaiting Assignment,B10 2nd,,cn,Org line B,PROD305,INDIA
1-719171201,Accepted\\In Progress,Evelyn,2012/04/18 17:09:33.000,Accepted,Medium,In Progress,N21,V3_2,us,Org line C,PROD253,USA
1-719171201,Accepted\\Wait,Evelyn,2012/04/18 17:09:37.000,Accepted,Medium,Wait,N21,V3_2,us,Org line C,PROD253,USA
1-719156663,Accepted\\In Progress,Allak,2012/04/18 17:10:29.000,Accepted,Low,In Progress,V26,V3_2,fr,Org line C,PROD424,France
