Case ID,Activity,Resource,Start Timestamp,Complete Timestamp
1143,Acceptance of requests,group1,2014/04/23 11:38:55.000,2014/04/23 11:53:11.000
1144,Register,System,2014/04/23 11:41:53.000,2014/04/23 11:41:53.000
1144,Acceptance of requests,group1,2014/04/23 11:41:53.000,2014/04/23 11:56:37.000
1141,Collection of documents,group1,2014/04/23 11:42:37.000,2014/04/23 12:28:08.000
1142,Collection of documents,group1,2014/04/23 11:42:39.000,2014/04/23 14:02:05.000
1145,Register,System,2014/04/23 11:42:39.000,2014/04/23 11:42:39.000
1145,Acceptance of requests,group1,2014/04/23 11:42:39.000,2014/04/23 11:58:43.000
1051,Requirements review,group6,2014/04/23 11:44:06.000,2014/04/23 11:49:57.000
1090,Credit committee,group5,2014/04/23 11:44:57.000,2014/04/23 12:31:28.000
1108,Completeness check,group2,2014/04/23 11:45:57.000,2014/04/23 12:38:57.000
1146,Register,System,2014/04/23 11:48:07.000,2014/04/23 11:48:07.000
1146,Acceptance of requests,group1,2014/04/23 11:48:07.000,2014/04/23 12:03:20.000
1130,Completeness check,group2,2014/04/23 11:49:09.000,2014/04/23 12:40:13.000
1147,Register,System,2014/04/23 11:51:31.000,2014/04/23 11:51:31.000
1147,Acceptance of requests,group1,2014/04/23 11:51:31.000,2014/04/23 12:06:11.000
1097,Credit committee,group5,2014/04/23 11:52:31.000,2014/04/23 12:30:31.000
1126,Completeness check,group2,2014/04/23 11:52:42.000,2014/04/23 12:54:40.000
1046,Requirements review,group6,2014/04/23 11:52:59.000,2014/04/23 12:01:35.000
1143,Collection of documents,group1,2014/04/23 11:53:11.000,2014/04/23 13:49:45.000
1106,Completeness check,group2,2014/04/23 11:53:13.000,2014/04/23 12:47:49.000
1056,Requirements review,group6,2014/04/23 11:53:44.000,2014/04/23 12:01:41.000
1148,Register,System,2014/04/23 11:53:57.000,2014/04/23 11:53:57.000
1148,Acceptance of requests,group1,2014/04/23 11:53:57.000,2014/04/23 12:08:43.000
1088,Credit committee,group5,2014/04/23 11:54:17.000,2014/04/23 12:34:16.000
1149,Register,System,2014/04/23 11:54:24.000,2014/04/23 11:54:24.000
1149,Acceptance of requests,group1,2014/04/23 11:54:24.000,2014/04/23 12:07:14.000
1060,Requirements review,group6,2014/04/23 11:55:27.000,2014/04/23 12:01:16.000
1107,Completeness check,group2,2014/04/23 11:55:41.000,2014/04/23 12:58:09.000
1144,Collection of documents,group1,2014/04/23 11:56:37.000,2014/04/23 12:34:15.000
1125,Completeness check,group2,2014/04/23 11:58:19.000,2014/04/23 13:08:22.000
1150,Register,System,2014/04/23 11:58:27.000,2014/04/23 11:58:27.000
1150,Acceptance of requests,group1,2014/04/23 11:58:27.000,2014/04/23 12:17:10.000
1145,Collection of documents,group1,2014/04/23 11:58:43.000,2014/04/23 13:13:47.000
1110,Completeness check,group2,2014/04/23 12:00:20.000,2014/04/23 13:15:08.000
1123,Completeness check,group2,2014/04/23 12:00:51.000,2014/04/23 13:01:39.000
1121,Completeness check,group2,2014/04/23 12:02:33.000,2014/04/23 13:07:52.000
1117,Completeness check,group2,2014/04/23 12:02:43.000,2014/04/23 12:57:45.000
1146,Collection of documents,group1,2014/04/23 12:03:20.000,2014/04/23 13:36:41.000
1124,Completeness check,group2,2014/04/23 12:04:44.000,2014/04/23 13:33:40.000
1118,Completeness check,group2,2014/04/23 12:05:34.000,2014/04/23 13:11:36.000
1058,Requirements review,group6,2014/04/23 12:05:35.000,2014/04/23 12:12:30.000
1151,Register,System,2014/04/23 12:05:59.000,2014/04/23 12:05:59.000
1151,Acceptance of requests,group1,2014/04/23 12:05:59.000,2014/04/23 12:23:13.000
1147,Collection of documents,group1,2014/04/23 12:06:11.000,2014/04/23 14:16:47.000
1081,Credit committee,group5,2014/04/23 12:06:25.000,2014/04/23 12:42:08.000
1149,Collection of documents,group1,2014/04/23 12:07:14.000,2014/04/23 13:46:10.000
1148,Collection of documents,group1,2014/04/23 12:08:43.000,2014/04/23 12:47:23.000
1066,Requirements review,group6,2014/04/23 12:12:52.000,2014/04/23 12:26:52.000
1152,Register,System,2014/04/23 12:13:05.000,2014/04/23 12:13:05.000
1152,Acceptance of requests,group1,2014/04/23 12:13:05.000,2014/04/23 12:30:10.000
1092,Collateral check,group4,2014/04/23 12:15:10.000,2014/04/23 12:55:30.000
1085,Credit committee,group5,2014/04/23 12:16:31.000,2014/04/23 13:03:13.000
1100,Completeness check,group2,2014/04/23 12:16:47.000,2014/04/23 13:19:37.000
1150,Collection of documents,group1,2014/04/23 12:17:10.000,2014/04/23 14:14:22.000
1153,Register,System,2014/04/23 12:18:02.000,2014/04/23 12:18:02.000
1153,Acceptance of requests,group1,2014/04/23 12:18:02.000,2014/04/23 12:31:46.000
1113,Credit worthiness check,group3,2014/04/23 12:19:00.000,2014/04/23 13:36:34.000
1129,Completeness check,group2,2014/04/23 12:19:48.000,2014/04/23 13:39:13.000
1154,Register,System,2014/04/23 12:21:09.000,2014/04/23 12:21:09.000
1154,Acceptance of requests,group1,2014/04/23 12:21:09.000,2014/04/23 12:39:33.000
1102,Collateral check,group4,2014/04/23 12:21:30.000,2014/04/23 12:55:44.000
1155,Register,System,2014/04/23 12:22:30.000,2014/04/23 12:22:30.000
1155,Acceptance of requests,group1,2014/04/23 12:22:30.000,2014/04/23 12:31:59.000
1151,Collection of documents,group1,2014/04/23 12:23:13.000,2014/04/23 14:23:17.000
1096,Credit committee,group5,2014/04/23 12:25:54.000,2014/04/23 13:12:00.000
1083,Credit committee,group5,2014/04/23 12:26:27.000,2014/04/23 13:32:17.000
1087,Credit committee,group5,2014/04/23 12:27:09.000,2014/04/23 13:00:02.000
1098,Completeness check,group2,2014/04/23 12:27:28.000,2014/04/23 13:55:58.000
1122,Credit worthiness check,group3,2014/04/23 12:27:38.000,2014/04/23 13:51:18.000
1105,Collateral check,group4,2014/04/23 12:27:44.000,2014/04/23 13:14:32.000
1073,Requirements review,group6,2014/04/23 12:27:53.000,2014/04/23 12:33:02.000
1141,Completeness check,group2,2014/04/23 12:28:08.000,2014/04/23 13:42:39.000
1082,Credit committee,group5,2014/04/23 12:28:22.000,2014/04/23 13:04:36.000
1120,Completeness check,group2,2014/04/23 12:29:01.000,2014/04/23 13:38:52.000
1152,Collection of documents,group1,2014/04/23 12:30:10.000,2014/04/23 15:01:21.000
1101,Collateral check,group4,2014/04/23 12:30:22.000,2014/04/23 13:41:40.000
1097,Requirements review,group6,2014/04/23 12:30:31.000,2014/04/23 12:43:33.000
1090,Requirements review,group6,2014/04/23 12:31:28.000,2014/04/23 12:38:31.000
1153,Collection of documents,group1,2014/04/23 12:31:46.000,2014/04/23 13:45:41.000
1155,Collection of documents,group1,2014/04/23 12:31:59.000,2014/04/23 14:30:34.000
1076,Credit committee,group5,2014/04/23 12:32:28.000,2014/04/23 12:55:40.000
1133,Completeness check,group2,2014/04/23 12:33:09.000,2014/04/23 13:54:55.000
1114,Credit worthiness check,group3,2014/04/23 12:33:52.000,2014/04/23 13:56:34.000
1144,Completeness check,group2,2014/04/23 12:34:15.000,2014/04/23 13:52:58.000
1088,Requirements review,group6,2014/04/23 12:34:16.000,2014/04/23 12:43:14.000
1104,Collateral check,group4,2014/04/23 12:35:07.000,2014/04/23 13:41:21.000
1112,Credit worthiness check,group3,2014/04/23 12:35:11.000,2014/04/23 13:58:23.000
1156,Register,System,2014/04/23 12:36:12.000,2014/04/23 12:36:12.000
1156,Acceptance of requests,group1,2014/04/23 12:36:12.000,2014/04/23 12:50:57.000
1095,Collateral check,group4,2014/04/23 12:36:58.000,2014/04/23 13:48:33.000
1157,Register,System,2014/04/23 12:37:22.000,2014/04/23 12:37:22.000
1157,Acceptance of requests,group1,2014/04/23 12:37:22.000,2014/04/23 12:51:22.000
1094,Collateral check,group4,2014/04/23 12:38:06.000,2014/04/23 13:36:45.000
1158,Register,System,2014/04/23 12:38:41.000,2014/04/23 12:38:41.000
1158,Acceptance of requests,group1,2014/04/23 12:38:41.000,2014/04/23 12:56:56.000
1108,Credit worthiness check,group3,2014/04/23 12:38:57.000,2014/04/23 14:08:15.000
1116,Completeness check,group2,2014/04/23 12:39:11.000,2014/04/23 13:49:24.000
1154,Collection of documents,group1,2014/04/23 12:39:33.000,2014/04/23 13:59:58.000
1078,Credit committee,group5,2014/04/23 12:39:57.000,2014/04/23 13:08:14.000
1086,Collateral check,group4,2014/04/23 12:40:08.000,2014/04/23 13:38:03.000
1130,Credit worthiness check,group3,2014/04/23 12:40:13.000,2014/04/23 14:10:57.000
1111,Credit worthiness check,group3,2014/04/23 12:40:51.000,2014/04/23 14:06:01.000
1103,Collateral check,group4,2014/04/23 12:41:09.000,2014/04/23 13:44:15.000
1081,Requirements review,group6,2014/04/23 12:42:08.000,2014/04/23 12:49:22.000
1127,Completeness check,group2,2014/04/23 12:42:23.000,2014/04/23 13:54:24.000
1084,Collateral check,group4,2014/04/23 12:43:39.000,2014/04/23 13:16:34.000
1075,Requirements review,group6,2014/04/23 12:44:22.000,2014/04/23 12:55:08.000
1136,Completeness check,group2,2014/04/23 12:45:06.000,2014/04/23 14:09:22.000
1074,Credit committee,group5,2014/04/23 12:45:37.000,2014/04/23 13:55:18.000
1093,Collateral check,group4,2014/04/23 12:46:01.000,2014/04/23 13:18:49.000
1148,Completeness check,group2,2014/04/23 12:47:23.000,2014/04/23 14:06:07.000
1106,Credit worthiness check,group3,2014/04/23 12:47:49.000,2014/04/23 14:07:37.000
1109,Credit worthiness check,group3,2014/04/23 12:49:23.000,2014/04/23 14:12:18.000
1159,Register,System,2014/04/23 12:50:23.000,2014/04/23 12:50:23.000
1159,Acceptance of requests,group1,2014/04/23 12:50:23.000,2014/04/23 13:09:06.000
1156,Collection of documents,group1,2014/04/23 12:50:57.000,2014/04/23 14:02:57.000
1157,Collection of documents,group1,2014/04/23 12:51:22.000,2014/04/23 15:18:20.000
1119,Completeness check,group2,2014/04/23 12:51:23.000,2014/04/23 13:53:25.000
1099,Collateral check,group4,2014/04/23 12:52:00.000,2014/04/23 13:30:26.000
1089,Collateral check,group4,2014/04/23 12:52:51.000,2014/04/23 13:19:14.000
1160,Register,System,2014/04/23 12:53:42.000,2014/04/23 12:53:42.000
1160,Acceptance of requests,group1,2014/04/23 12:53:42.000,2014/04/23 13:12:37.000
1134,Completeness check,group2,2014/04/23 12:54:20.000,2014/04/23 14:14:14.000
1126,Credit worthiness check,group3,2014/04/23 12:54:40.000,2014/04/23 14:17:24.000
1092,Credit committee,group5,2014/04/23 12:55:30.000,2014/04/23 13:19:45.000
1076,Requirements review,group6,2014/04/23 12:55:40.000,2014/04/23 13:09:39.000
1102,Credit committee,group5,2014/04/23 12:55:44.000,2014/04/23 13:40:42.000
1161,Register,System,2014/04/23 12:56:00.000,2014/04/23 12:56:00.000
1161,Acceptance of requests,group1,2014/04/23 12:56:00.000,2014/04/23 13:10:07.000
1132,Completeness check,group2,2014/04/23 12:56:06.000,2014/04/23 14:21:34.000
1158,Collection of documents,group1,2014/04/23 12:56:56.000,2014/04/23 15:03:59.000
1117,Credit worthiness check,group3,2014/04/23 12:57:45.000,2014/04/23 14:18:42.000
1091,Collateral check,group4,2014/04/23 12:57:56.000,2014/04/23 13:42:56.000
1107,Credit worthiness check,group3,2014/04/23 12:58:09.000,2014/04/23 14:26:40.000
1162,Register,System,2014/04/23 12:58:09.000,2014/04/23 12:58:09.000
1162,Acceptance of requests,group1,2014/04/23 12:58:09.000,2014/04/23 13:15:18.000
1137,Completeness check,group2,2014/04/23 12:58:21.000,2014/04/23 13:53:03.000
1135,Completeness check,group2,2014/04/23 12:59:08.000,2014/04/23 14:01:51.000
1087,Requirements review,group6,2014/04/23 13:00:02.000,2014/04/23 13:11:25.000
1128,Completeness check,group2,2014/04/23 13:00:02.000,2014/04/23 14:00:02.000
1163,Register,System,2014/04/23 13:00:11.000,2014/04/23 13:00:11.000
1163,Acceptance of requests,group1,2014/04/23 13:00:11.000,2014/04/23 13:11:16.000
1123,Credit worthiness check,group3,2014/04/23 13:01:39.000,2014/04/23 14:27:39.000
1115,Credit worthiness check,group3,2014/04/23 13:01:55.000,2014/04/23 14:35:14.000
1164,Register,System,2014/04/23 13:01:59.000,2014/04/23 13:01:59.000
1164,Acceptance of requests,group1,2014/04/23 13:01:59.000,2014/04/23 13:12:37.000
1085,Requirements review,group6,2014/04/23 13:03:13.000,2014/04/23 13:10:16.000
1139,Completeness check,group2,2014/04/23 13:04:31.000,2014/04/23 13:54:39.000
1082,Requirements review,group6,2014/04/23 13:04:36.000,2014/04/23 13:13:10.000
1140,Completeness check,group2,2014/04/23 13:05:45.000,2014/04/23 14:13:32.000
1165,Register,System,2014/04/23 13:07:20.000,2014/04/23 13:07:20.000
1165,Acceptance of requests,group1,2014/04/23 13:07:20.000,2014/04/23 13:24:20.000
1121,Credit worthiness check,group3,2014/04/23 13:07:52.000,2014/04/23 14:27:34.000
1078,Requirements review,group6,2014/04/23 13:08:14.000,2014/04/23 13:22:44.000
1125,Credit worthiness check,group3,2014/04/23 13:08:22.000,2014/04/23 14:39:26.000
1166,Register,System,2014/04/23 13:08:34.000,2014/04/23 13:08:34.000
1166,Acceptance of requests,group1,2014/04/23 13:08:34.000,2014/04/23 13:26:39.000
1159,Collection of documents,group1,2014/04/23 13:09:06.000,2014/04/23 13:26:27.000
1161,Collection of documents,group1,2014/04/23 13:10:07.000,2014/04/23 15:14:35.000
1163,Collection of documents,group1,2014/04/23 13:11:16.000,2014/04/23 14:43:48.000
1118,Credit worthiness check,group3,2014/04/23 13:11:36.000,2014/04/23 14:24:21.000
1096,Requirements review,group6,2014/04/23 13:12:00.000,2014/04/23 13:19:00.000
1160,Collection of documents,group1,2014/04/23 13:12:37.000,2014/04/23 14:12:27.000
1164,Collection of documents,group1,2014/04/23 13:12:37.000,2014/04/23 14:00:30.000
1061,Requirements review,group6,2014/04/23 13:12:48.000,2014/04/23 13:23:07.000
1145,Completeness check,group2,2014/04/23 13:13:47.000,2014/04/23 14:01:23.000
1105,Credit committee,group5,2014/04/23 13:14:32.000,2014/04/23 14:18:48.000
1110,Credit worthiness check,group3,2014/04/23 13:15:08.000,2014/04/23 14:30:06.000
1162,Collection of documents,group1,2014/04/23 13:15:18.000,2014/04/23 14:27:02.000
1167,Register,System,2014/04/23 13:15:45.000,2014/04/23 13:15:45.000
1167,Acceptance of requests,group1,2014/04/23 13:15:45.000,2014/04/23 13:35:28.000
1084,Credit committee,group5,2014/04/23 13:16:34.000,2014/04/23 13:47:33.000
1168,Register,System,2014/04/23 13:16:46.000,2014/04/23 13:16:46.000
1168,Acceptance of requests,group1,2014/04/23 13:16:46.000,2014/04/23 13:28:42.000
1131,Completeness check,group2,2014/04/23 13:17:34.000,2014/04/23 14:34:13.000
1093,Credit committee,group5,2014/04/23 13:18:49.000,2014/04/23 14:35:50.000
1089,Credit committee,group5,2014/04/23 13:19:14.000,2014/04/23 14:22:15.000
1100,Credit worthiness check,group3,2014/04/23 13:19:37.000,2014/04/23 14:51:00.000
1092,Requirements review,group6,2014/04/23 13:19:45.000,2014/04/23 13:28:43.000
1169,Register,System,2014/04/23 13:21:39.000,2014/04/23 13:21:39.000
1169,Acceptance of requests,group1,2014/04/23 13:21:39.000,2014/04/23 13:35:10.000
1165,Collection of documents,group1,2014/04/23 13:24:20.000,2014/04/23 14:43:38.000
1159,Completeness check,group2,2014/04/23 13:26:27.000,2014/04/23 14:31:10.000
1166,Collection of documents,group1,2014/04/23 13:26:39.000,2014/04/23 15:08:13.000
1138,Completeness check,group2,2014/04/23 13:27:44.000,2014/04/23 14:28:11.000
1168,Collection of documents,group1,2014/04/23 13:28:42.000,2014/04/23 14:56:52.000
1099,Credit committee,group5,2014/04/23 13:30:26.000,2014/04/23 14:55:47.000
1170,Register,System,2014/04/23 13:30:33.000,2014/04/23 13:30:33.000
1170,Acceptance of requests,group1,2014/04/23 13:30:33.000,2014/04/23 13:50:24.000
1083,Requirements review,group6,2014/04/23 13:32:17.000,2014/04/23 13:44:20.000
1171,Register,System,2014/04/23 13:33:22.000,2014/04/23 13:33:22.000
1171,Acceptance of requests,group1,2014/04/23 13:33:22.000,2014/04/23 13:44:02.000
1124,Credit worthiness check,group3,2014/04/23 13:33:40.000,2014/04/23 15:03:01.000
1169,Collection of documents,group1,2014/04/23 13:35:10.000,2014/04/23 15:37:46.000
1167,Collection of documents,group1,2014/04/23 13:35:28.000,2014/04/23 14:34:10.000
1113,Collateral check,group4,2014/04/23 13:36:34.000,2014/04/23 14:41:55.000
1146,Completeness check,group2,2014/04/23 13:36:41.000,2014/04/23 15:03:39.000
1094,Credit committee,group5,2014/04/23 13:36:45.000,2014/04/23 14:12:47.000
1086,Credit committee,group5,2014/04/23 13:38:03.000,2014/04/23 13:58:13.000
1172,Register,System,2014/04/23 13:38:37.000,2014/04/23 13:38:37.000
1172,Acceptance of requests,group1,2014/04/23 13:38:37.000,2014/04/23 13:56:28.000
1120,Credit worthiness check,group3,2014/04/23 13:38:52.000,2014/04/23 14:56:41.000
1129,Credit worthiness check,group3,2014/04/23 13:39:13.000,2014/04/23 14:56:39.000
1173,Register,System,2014/04/23 13:39:32.000,2014/04/23 13:39:32.000
1173,Acceptance of requests,group1,2014/04/23 13:39:32.000,2014/04/23 13:55:46.000
1102,Requirements review,group6,2014/04/23 13:40:42.000,2014/04/23 13:49:01.000
1174,Register,System,2014/04/23 13:40:57.000,2014/04/23 13:40:57.000
1174,Acceptance of requests,group1,2014/04/23 13:40:57.000,2014/04/23 13:52:09.000
1104,Credit committee,group5,2014/04/23 13:41:21.000,2014/04/23 14:40:48.000
1101,Credit committee,group5,2014/04/23 13:41:40.000,2014/04/23 15:25:39.000
1141,Credit worthiness check,group3,2014/04/23 13:42:39.000,2014/04/23 15:09:53.000
1091,Credit committee,group5,2014/04/23 13:42:56.000,2014/04/23 14:23:57.000
1171,Collection of documents,group1,2014/04/23 13:44:02.000,2014/04/23 15:16:18.000
1103,Credit committee,group5,2014/04/23 13:44:15.000,2014/04/23 14:33:51.000
1175,Register,System,2014/04/23 13:45:00.000,2014/04/23 13:45:00.000
1175,Acceptance of requests,group1,2014/04/23 13:45:00.000,2014/04/23 14:01:18.000
1153,Completeness check,group2,2014/04/23 13:45:41.000,2014/04/23 14:51:00.000
1149,Completeness check,group2,2014/04/23 13:46:10.000,2014/04/23 14:51:39.000
1084,Requirements review,group6,2014/04/23 13:47:33.000,2014/04/23 13:55:00.000
1176,Register,System,2014/04/23 13:48:23.000,2014/04/23 13:48:23.000
1176,Acceptance of requests,group1,2014/04/23 13:48:23.000,2014/04/23 14:06:01.000
1095,Credit committee,group5,2014/04/23 13:48:33.000,2014/04/23 15:48:55.000
1116,Credit worthiness check,group3,2014/04/23 13:49:24.000,2014/04/23 15:13:46.000
1143,Completeness check,group2,2014/04/23 13:49:45.000,2014/04/23 15:18:45.000
1170,Collection of documents,group1,2014/04/23 13:50:24.000,2014/04/23 16:05:21.000
1122,Collateral check,group4,2014/04/23 13:51:18.000,2014/04/23 14:52:33.000
1174,Collection of documents,group1,2014/04/23 13:52:09.000,2014/04/23 15:20:09.000
1144,Credit worthiness check,group3,2014/04/23 13:52:58.000,2014/04/23 15:14:21.000
1137,Credit worthiness check,group3,2014/04/23 13:53:03.000,2014/04/23 15:20:54.000
1177,Register,System,2014/04/23 13:53:09.000,2014/04/23 13:53:09.000
1177,Acceptance of requests,group1,2014/04/23 13:53:09.000,2014/04/23 14:08:39.000
1119,Credit worthiness check,group3,2014/04/23 13:53:25.000,2014/04/23 15:16:06.000
1127,Credit worthiness check,group3,2014/04/23 13:54:24.000,2014/04/23 15:24:32.000
1139,Credit worthiness check,group3,2014/04/23 13:54:39.000,2014/04/23 15:19:09.000
1178,Register,System,2014/04/23 13:54:42.000,2014/04/23 13:54:42.000
1178,Acceptance of requests,group1,2014/04/23 13:54:42.000,2014/04/23 14:11:30.000
1133,Credit worthiness check,group3,2014/04/23 13:54:55.000,2014/04/23 15:22:29.000
1179,Register,System,2014/04/23 13:55:05.000,2014/04/23 13:55:05.000
1179,Acceptance of requests,group1,2014/04/23 13:55:05.000,2014/04/23 14:13:24.000
1074,Requirements review,group6,2014/04/23 13:55:18.000,2014/04/23 14:06:59.000
1173,Collection of documents,group1,2014/04/23 13:55:46.000,2014/04/23 15:42:37.000
1098,Credit worthiness check,group3,2014/04/23 13:55:58.000,2014/04/23 15:10:25.000
1172,Collection of documents,group1,2014/04/23 13:56:28.000,2014/04/23 15:12:26.000
1114,Collateral check,group4,2014/04/23 13:56:34.000,2014/04/23 15:07:26.000
1086,Requirements review,group6,2014/04/23 13:58:13.000,2014/04/23 14:12:58.000
1112,Collateral check,group4,2014/04/23 13:58:23.000,2014/04/23 14:36:50.000
1180,Register,System,2014/04/23 13:58:28.000,2014/04/23 13:58:28.000
1180,Acceptance of requests,group1,2014/04/23 13:58:28.000,2014/04/23 14:10:30.000
1181,Register,System,2014/04/23 13:59:10.000,2014/04/23 13:59:10.000
1181,Acceptance of requests,group1,2014/04/23 13:59:10.000,2014/04/23 14:15:04.000
1154,Completeness check,group2,2014/04/23 13:59:58.000,2014/04/23 15:16:33.000
1128,Credit worthiness check,group3,2014/04/23 14:00:02.000,2014/04/23 15:26:20.000
1164,Completeness check,group2,2014/04/23 14:00:30.000,2014/04/23 15:29:09.000
1175,Collection of documents,group1,2014/04/23 14:01:18.000,2014/04/23 15:12:39.000
1145,Credit worthiness check,group3,2014/04/23 14:01:23.000,2014/04/23 15:23:08.000
1135,Credit worthiness check,group3,2014/04/23 14:01:51.000,2014/04/23 15:16:16.000
1142,Completeness check,group2,2014/04/23 14:02:05.000,2014/04/23 15:03:24.000
1182,Register,System,2014/04/23 14:02:56.000,2014/04/23 14:02:56.000
1182,Acceptance of requests,group1,2014/04/23 14:02:56.000,2014/04/23 14:17:38.000
1156,Completeness check,group2,2014/04/23 14:02:57.000,2014/04/23 15:20:07.000
1183,Register,System,2014/04/23 14:03:54.000,2014/04/23 14:03:54.000
1183,Acceptance of requests,group1,2014/04/23 14:03:54.000,2014/04/23 14:22:50.000
1111,Collateral check,group4,2014/04/23 14:06:01.000,2014/04/23 15:14:25.000
1176,Collection of documents,group1,2014/04/23 14:06:01.000,2014/04/23 15:31:52.000
1148,Credit worthiness check,group3,2014/04/23 14:06:07.000,2014/04/23 15:29:04.000
1106,Collateral check,group4,2014/04/23 14:07:37.000,2014/04/23 15:10:46.000
1108,Collateral check,group4,2014/04/23 14:08:15.000,2014/04/23 15:18:49.000
1177,Collection of documents,group1,2014/04/23 14:08:39.000,2014/04/23 15:34:41.000
1136,Credit worthiness check,group3,2014/04/23 14:09:22.000,2014/04/23 15:41:10.000
1180,Collection of documents,group1,2014/04/23 14:10:30.000,2014/04/23 15:11:47.000
1184,Register,System,2014/04/23 14:10:45.000,2014/04/23 14:10:45.000
1184,Acceptance of requests,group1,2014/04/23 14:10:45.000,2014/04/23 14:20:15.000
1130,Collateral check,group4,2014/04/23 14:10:57.000,2014/04/23 14:52:12.000
1178,Collection of documents,group1,2014/04/23 14:11:30.000,2014/04/23 16:04:52.000
1109,Collateral check,group4,2014/04/23 14:12:18.000,2014/04/23 15:15:11.000
1160,Completeness check,group2,2014/04/23 14:12:27.000,2014/04/23 15:01:03.000
1094,Requirements review,group6,2014/04/23 14:12:47.000,2014/04/23 14:25:50.000
1185,Register,System,2014/04/23 14:13:22.000,2014/04/23 14:13:22.000
1185,Acceptance of requests,group1,2014/04/23 14:13:22.000,2014/04/23 14:32:37.000
1179,Collection of documents,group1,2014/04/23 14:13:24.000,2014/04/23 16:10:55.000
1140,Credit worthiness check,group3,2014/04/23 14:13:32.000,2014/04/23 15:36:32.000
1134,Credit worthiness check,group3,2014/04/23 14:14:14.000,2014/04/23 15:32:33.000
1150,Completeness check,group2,2014/04/23 14:14:22.000,2014/04/23 15:27:12.000
1186,Register,System,2014/04/23 14:14:23.000,2014/04/23 14:14:23.000
1186,Acceptance of requests,group1,2014/04/23 14:14:23.000,2014/04/23 14:26:41.000
1181,Collection of documents,group1,2014/04/23 14:15:04.000,2014/04/23 16:13:27.000
1187,Register,System,2014/04/23 14:15:45.000,2014/04/23 14:15:45.000
1187,Acceptance of requests,group1,2014/04/23 14:15:45.000,2014/04/23 14:29:53.000
1147,Completeness check,group2,2014/04/23 14:16:47.000,2014/04/23 15:08:08.000
1126,Collateral check,group4,2014/04/23 14:17:24.000,2014/04/23 14:57:37.000
1182,Collection of documents,group1,2014/04/23 14:17:38.000,2014/04/23 14:58:23.000
1117,Collateral check,group4,2014/04/23 14:18:42.000,2014/04/23 14:51:21.000
1105,Requirements review,group6,2014/04/23 14:18:48.000,2014/04/23 14:29:34.000
1184,Collection of documents,group1,2014/04/23 14:20:15.000,2014/04/23 15:33:10.000
1132,Credit worthiness check,group3,2014/04/23 14:21:34.000,2014/04/23 15:42:24.000
1089,Requirements review,group6,2014/04/23 14:22:15.000,2014/04/23 14:36:16.000
1183,Collection of documents,group1,2014/04/23 14:22:50.000,2014/04/23 15:01:30.000
1151,Completeness check,group2,2014/04/23 14:23:17.000,2014/04/23 15:33:08.000
1091,Requirements review,group6,2014/04/23 14:23:57.000,2014/04/23 14:35:21.000
1118,Collateral check,group4,2014/04/23 14:24:21.000,2014/04/23 15:04:59.000
1107,Collateral check,group4,2014/04/23 14:26:40.000,2014/04/23 14:50:46.000
1186,Collection of documents,group1,2014/04/23 14:26:41.000,2014/04/23 16:03:25.000
1162,Completeness check,group2,2014/04/23 14:27:02.000,2014/04/23 15:32:38.000
1121,Collateral check,group4,2014/04/23 14:27:34.000,2014/04/23 15:04:31.000
1123,Collateral check,group4,2014/04/23 14:27:39.000,2014/04/23 15:03:25.000
1138,Credit worthiness check,group3,2014/04/23 14:28:11.000,2014/04/23 15:36:30.000
1187,Collection of documents,group1,2014/04/23 14:29:53.000,2014/04/23 14:51:02.000
1110,Collateral check,group4,2014/04/23 14:30:06.000,2014/04/23 15:19:29.000
1155,Completeness check,group2,2014/04/23 14:30:34.000,2014/04/23 15:17:00.000
1159,Credit worthiness check,group3,2014/04/23 14:31:10.000,2014/04/23 15:42:38.000
1185,Collection of documents,group1,2014/04/23 14:32:37.000,2014/04/23 15:29:46.000
1103,Requirements review,group6,2014/04/23 14:33:51.000,2014/04/23 14:41:24.000
1167,Completeness check,group2,2014/04/23 14:34:10.000,2014/04/23 15:28:57.000
1131,Credit worthiness check,group3,2014/04/23 14:34:13.000,2014/04/23 15:57:42.000
1115,Collateral check,group4,2014/04/23 14:35:14.000,2014/04/23 15:25:03.000
1093,Requirements review,group6,2014/04/23 14:35:50.000,2014/04/23 14:46:33.000
1112,Credit committee,group5,2014/04/23 14:36:50.000,2014/04/23 15:55:11.000
1125,Collateral check,group4,2014/04/23 14:39:26.000,2014/04/23 15:04:18.000
1104,Requirements review,group6,2014/04/23 14:40:48.000,2014/04/23 14:54:52.000
1113,Credit committee,group5,2014/04/23 14:41:55.000,2014/04/23 15:07:01.000
1165,Completeness check,group2,2014/04/23 14:43:38.000,2014/04/23 15:35:42.000
1163,Completeness check,group2,2014/04/23 14:43:48.000,2014/04/23 15:47:48.000
1107,Credit committee,group5,2014/04/23 14:50:46.000,2014/04/23 15:18:14.000
1100,Collateral check,group4,2014/04/23 14:51:00.000,2014/04/23 15:49:53.000
1153,Credit worthiness check,group3,2014/04/23 14:51:00.000,2014/04/23 16:24:22.000
1187,Completeness check,group2,2014/04/23 14:51:02.000,2014/04/23 15:51:21.000
1117,Credit committee,group5,2014/04/23 14:51:21.000,2014/04/23 15:52:56.000
1149,Credit worthiness check,group3,2014/04/23 14:51:39.000,2014/04/23 16:17:07.000
1130,Credit committee,group5,2014/04/23 14:52:12.000,2014/04/23 17:12:35.000
