Case ID,Activity,Resource,Complete Timestamp,concept:name,customer,lifecycle:transition,org:resource,product,responsible_section,seriousness,service_level,service_type,support_section,workgroup
Case1933,Resolve ticket,Value 13,2011/05/02 14:32:09.000,Resolve ticket,Value 27,complete,Value 13,Value 1,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
Case1616,Start,Start,2011/05/02 15:06:33.000,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start
Case1616,Assign seriousness,Value 8,2011/05/02 15:06:33.000,Assign seriousness,Value 107,complete,Value 8,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case1616,Take in charge ticket,Value 8,2011/05/02 15:06:52.000,Take in charge ticket,Value 107,complete,Value 8,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case3908,Start,Start,2011/05/02 15:31:47.000,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start
Case3908,Assign seriousness,Value 8,2011/05/02 15:31:47.000,Assign seriousness,Value 22,complete,Value 8,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case3908,Take in charge ticket,Value 8,2011/05/02 15:32:14.000,Take in charge ticket,Value 22,complete,Value 8,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case2900,Start,Start,2011/05/02 15:51:39.000,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start
Case2900,Assign seriousness,Value 8,2011/05/02 15:51:39.000,Assign seriousness,Value 359,complete,Value 8,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 2
Case2900,Take in charge ticket,Value 8,2011/05/02 15:52:07.000,Take in charge ticket,Value 359,complete,Value 8,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 2
Case1838,Resolve ticket,Value 13,2011/05/02 16:23:41.000,Resolve ticket,Value 53,complete,Value 13,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case1616,Resolve ticket,Value 2,2011/05/02 16:36:46.000,Resolve ticket,Value 107,complete,Value 2,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case3924,Wait,Value 8,2011/05/02 16:43:40.000,Wait,Value 22,complete,Value 8,Value 13,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case2822,Start,Start,2011/05/03 08:45:59.000,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start
Case2822,Assign seriousness,Value 13,2011/05/03 08:45:59.000,Assign seriousness,Value 216,complete,Value 13,Value 4,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case2822,Take in charge ticket,Value 13,2011/05/03 08:46:09.000,Take in charge ticket,Value 216,complete,Value 13,Value 4,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case4273,Wait,Value 12,2011/05/03 09:10:35.000,Wait,Value 16,complete,Value 12,Value 3,Value 1,Value 2,Value 2,Value 3,Value 1,Value 2
Case2822,Resolve ticket,Value 13,2011/05/03 09:41:24.000,Resolve ticket,Value 216,complete,Value 13,Value 4,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case2209,Closed,Value 5,2011/05/03 10:00:28.000,Closed,Value 30,complete,Value 5,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case1997,Closed,Value 5,2011/05/03 10:00:43.000,Closed,Value 107,complete,Value 5,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case1324,Take in charge ticket,Value 2,2011/05/03 11:00:28.000,Take in charge ticket,Value 107,complete,Value 2,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case1926,Closed,Value 5,2011/05/03 11:10:36.000,Closed,Value 22,complete,Value 5,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case3526,Start,Start,2011/05/03 11:15:12.000,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start
Case3526,Assign seriousness,Value 8,2011/05/03 11:15:12.000,Assign seriousness,Value 30,complete,Value 8,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case3526,Take in charge ticket,Value 8,2011/05/03 11:18:59.000,Take in charge ticket,Value 30,complete,Value 8,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case2900,Resolve ticket,Value 12,2011/05/03 11:35:10.000,Resolve ticket,Value 359,complete,Value 12,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 2
Case334,Take in charge ticket,Value 13,2011/05/03 11:37:08.000,Take in charge ticket,Value 59,complete,Value 13,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case334,Resolve ticket,Value 13,2011/05/03 11:37:23.000,Resolve ticket,Value 59,complete,Value 13,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case1651,Take in charge ticket,Value 8,2011/05/03 11:41:32.000,Take in charge ticket,Value 8,complete,Value 8,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case2265,Closed,Value 5,2011/05/03 12:07:49.000,Closed,Value 67,complete,Value 5,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 4
Case3924,Take in charge ticket,Value 8,2011/05/03 13:10:44.000,Take in charge ticket,Value 22,complete,Value 8,Value 13,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case3924,Resolve ticket,Value 8,2011/05/03 13:13:00.000,Resolve ticket,Value 22,complete,Value 8,Value 13,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case3919,Closed,Value 5,2011/05/03 14:50:26.000,Closed,Value 23,complete,Value 5,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case2305,Closed,Value 5,2011/05/03 15:20:21.000,Closed,Value 334,complete,Value 5,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case848,Closed,Value 5,2011/05/03 15:40:21.000,Closed,Value 9,complete,Value 5,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case3216,Start,Start,2011/05/03 16:04:13.000,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start
Case3216,Assign seriousness,Value 8,2011/05/03 16:04:13.000,Assign seriousness,Value 153,complete,Value 8,Value 2,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case3216,Take in charge ticket,Value 8,2011/05/03 16:04:48.000,Take in charge ticket,Value 153,complete,Value 8,Value 2,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case1264,Start,Start,2011/05/04 08:39:58.000,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start
Case1264,Assign seriousness,Value 9,2011/05/04 08:39:58.000,Assign seriousness,Value 42,complete,Value 9,Value 3,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
Case2587,Closed,Value 5,2011/05/04 08:40:50.000,Closed,Value 41,complete,Value 5,Value 1,Value 1,Value 4,Value 3,Value 1,Value 1,Value 1
Case1324,Resolve ticket,Value 2,2011/05/04 09:47:04.000,Resolve ticket,Value 107,complete,Value 2,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case3379,Closed,Value 5,2011/05/04 10:58:02.000,Closed,Value 92,complete,Value 5,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 4
Case3164,Start,Start,2011/05/04 11:21:43.000,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start
Case3164,Assign seriousness,Value 8,2011/05/04 11:21:43.000,Assign seriousness,Value 249,complete,Value 8,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case3744,Resolve ticket,Value 7,2011/05/04 11:22:25.000,Resolve ticket,Value 16,complete,Value 7,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case1264,Take in charge ticket,Value 9,2011/05/04 11:26:23.000,Take in charge ticket,Value 42,complete,Value 9,Value 3,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
Case2189,Start,Start,2011/05/04 11:42:52.000,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start
Case2189,Assign seriousness,Value 8,2011/05/04 11:42:52.000,Assign seriousness,Value 22,complete,Value 8,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case2189,Take in charge ticket,Value 8,2011/05/04 11:43:16.000,Take in charge ticket,Value 22,complete,Value 8,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case1361,Start,Start,2011/05/04 13:44:15.000,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start
Case1361,Assign seriousness,Value 8,2011/05/04 13:44:15.000,Assign seriousness,Value 5,complete,Value 8,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case1361,Take in charge ticket,Value 8,2011/05/04 13:44:29.000,Take in charge ticket,Value 5,complete,Value 8,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case1940,Resolve ticket,Value 7,2011/05/04 13:53:50.000,Resolve ticket,Value 16,complete,Value 7,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case2682,Closed,Value 5,2011/05/04 14:20:32.000,Closed,Value 65,complete,Value 5,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case2189,Resolve ticket,Value 9,2011/05/04 14:25:42.000,Resolve ticket,Value 22,complete,Value 9,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case1361,Resolve ticket,Value 8,2011/05/04 14:44:28.000,Resolve ticket,Value 5,complete,Value 8,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case1207,Start,Start,2011/05/04 14:49:39.000,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start
Case1207,Assign seriousness,Value 8,2011/05/04 14:49:39.000,Assign seriousness,Value 22,complete,Value 8,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 2
Case1264,Wait,Value 9,2011/05/04 16:00:40.000,Wait,Value 42,complete,Value 9,Value 3,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
Case4274,Closed,Value 5,2011/05/04 16:50:30.000,Closed,Value 107,complete,Value 5,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case1479,Closed,Value 5,2011/05/04 17:00:31.000,Closed,Value 17,complete,Value 5,Value 1,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
Case3216,Resolve ticket,Value 9,2011/05/05 09:17:28.000,Resolve ticket,Value 153,complete,Value 9,Value 2,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case270,Closed,Value 5,2011/05/05 10:10:43.000,Closed,Value 107,complete,Value 5,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case3681,Resolve ticket,Value 6,2011/05/05 10:18:13.000,Resolve ticket,Value 92,complete,Value 6,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 4
Case2896,Take in charge ticket,Value 6,2011/05/05 10:20:13.000,Take in charge ticket,Value 9,complete,Value 6,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case2896,Resolve ticket,Value 6,2011/05/05 10:32:49.000,Resolve ticket,Value 9,complete,Value 6,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case636,Closed,Value 5,2011/05/05 10:33:04.000,Closed,Value 9,complete,Value 5,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case267,Start,Start,2011/05/05 10:41:25.000,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start
Case267,Assign seriousness,Value 8,2011/05/05 10:41:25.000,Assign seriousness,Value 49,complete,Value 8,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case267,Take in charge ticket,Value 8,2011/05/05 10:42:08.000,Take in charge ticket,Value 49,complete,Value 8,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case26,Closed,Value 5,2011/05/05 10:50:46.000,Closed,Value 23,complete,Value 5,Value 1,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
Case1865,Take in charge ticket,Value 8,2011/05/05 11:09:25.000,Take in charge ticket,Value 176,complete,Value 8,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case3429,Closed,Value 5,2011/05/05 11:10:19.000,Closed,Value 107,complete,Value 5,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case2263,Closed,Value 5,2011/05/05 11:11:59.000,Closed,Value 135,complete,Value 5,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case1146,Closed,Value 5,2011/05/05 11:20:21.000,Closed,Value 107,complete,Value 5,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case605,Closed,Value 5,2011/05/05 14:10:38.000,Closed,Value 166,complete,Value 5,Value 4,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case267,Resolve ticket,Value 2,2011/05/05 14:14:58.000,Resolve ticket,Value 49,complete,Value 2,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case1865,Resolve ticket,Value 13,2011/05/05 16:26:22.000,Resolve ticket,Value 176,complete,Value 13,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case3100,Closed,Value 5,2011/05/05 16:35:09.000,Closed,Value 42,complete,Value 5,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case1025,Closed,Value 5,2011/05/05 16:42:36.000,Closed,Value 240,complete,Value 5,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case730,Start,Start,2011/05/05 16:58:43.000,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start
Case730,Assign seriousness,Value 8,2011/05/05 16:58:43.000,Assign seriousness,Value 79,complete,Value 8,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case730,Take in charge ticket,Value 8,2011/05/05 16:59:14.000,Take in charge ticket,Value 79,complete,Value 8,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case2894,Closed,Value 5,2011/05/05 16:59:39.000,Closed,Value 184,complete,Value 5,Value 10,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case123,Start,Start,2011/05/06 08:33:07.000,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start
Case123,Assign seriousness,Value 8,2011/05/06 08:33:07.000,Assign seriousness,Value 73,complete,Value 8,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case123,Take in charge ticket,Value 8,2011/05/06 08:33:39.000,Take in charge ticket,Value 73,complete,Value 8,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case3996,Start,Start,2011/05/06 08:55:49.000,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start
Case3996,Assign seriousness,Value 8,2011/05/06 08:55:49.000,Assign seriousness,Value 42,complete,Value 8,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case3996,Take in charge ticket,Value 8,2011/05/06 08:56:02.000,Take in charge ticket,Value 42,complete,Value 8,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case2754,Closed,Value 5,2011/05/06 09:50:21.000,Closed,Value 20,complete,Value 5,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case3996,Resolve ticket,Value 8,2011/05/06 09:55:40.000,Resolve ticket,Value 42,complete,Value 8,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case2887,Closed,Value 5,2011/05/06 10:29:28.000,Closed,Value 92,complete,Value 5,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case2376,Start,Start,2011/05/06 10:31:55.000,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start
Case2376,Assign seriousness,Value 13,2011/05/06 10:31:55.000,Assign seriousness,Value 68,complete,Value 13,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case3648,Closed,Value 5,2011/05/06 10:44:01.000,Closed,Value 203,complete,Value 5,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case513,Closed,Value 5,2011/05/06 11:50:29.000,Closed,Value 184,complete,Value 5,Value 4,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case1228,Closed,Value 5,2011/05/06 13:30:37.000,Closed,Value 9,complete,Value 5,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case123,Wait,Value 9,2011/05/06 13:55:50.000,Wait,Value 73,complete,Value 9,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case730,Wait,Value 9,2011/05/06 14:33:21.000,Wait,Value 79,complete,Value 9,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case3277,Closed,Value 5,2011/05/06 15:40:26.000,Closed,Value 58,complete,Value 5,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case4174,Resolve ticket,Value 14,2011/05/06 15:46:44.000,Resolve ticket,Value 22,complete,Value 14,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case3655,Closed,Value 5,2011/05/06 16:00:41.000,Closed,Value 27,complete,Value 5,Value 8,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case2902,Start,Start,2011/05/06 16:13:05.000,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start
Case2902,Assign seriousness,Value 8,2011/05/06 16:13:05.000,Assign seriousness,Value 22,complete,Value 8,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case619,Closed,Value 5,2011/05/07 08:57:27.000,Closed,Value 204,complete,Value 5,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case518,Closed,Value 5,2011/05/07 10:11:55.000,Closed,Value 30,complete,Value 5,Value 4,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case1178,Closed,Value 5,2011/05/08 09:10:44.000,Closed,Value 267,complete,Value 5,Value 12,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
Case2660,Closed,Value 5,2011/05/08 10:10:17.000,Closed,Value 92,complete,Value 5,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case3838,Closed,Value 5,2011/05/08 13:50:17.000,Closed,Value 43,complete,Value 5,Value 3,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
Case3748,Closed,Value 5,2011/05/08 14:00:19.000,Closed,Value 67,complete,Value 5,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case2122,Start,Start,2011/05/09 08:28:16.000,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start
Case2122,Assign seriousness,Value 8,2011/05/09 08:28:16.000,Assign seriousness,Value 92,complete,Value 8,Value 3,Value 1,Value 4,Value 2,Value 2,Value 1,Value 2
Case2122,Take in charge ticket,Value 8,2011/05/09 08:29:11.000,Take in charge ticket,Value 92,complete,Value 8,Value 3,Value 1,Value 4,Value 2,Value 2,Value 1,Value 2
Case2122,Resolve ticket,Value 8,2011/05/09 08:52:53.000,Resolve ticket,Value 92,complete,Value 8,Value 3,Value 1,Value 4,Value 2,Value 2,Value 1,Value 2
Case4246,Start,Start,2011/05/09 10:34:42.000,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start
Case4246,Assign seriousness,Value 8,2011/05/09 10:34:42.000,Assign seriousness,Value 92,complete,Value 8,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case4246,Take in charge ticket,Value 8,2011/05/09 10:34:57.000,Take in charge ticket,Value 92,complete,Value 8,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case4246,Resolve ticket,Value 8,2011/05/09 10:49:18.000,Resolve ticket,Value 92,complete,Value 8,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case1651,Wait,Value 16,2011/05/09 13:33:54.000,Wait,Value 8,complete,Value 16,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case2557,Start,Start,2011/05/09 14:00:19.000,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start
Case2557,Assign seriousness,Value 8,2011/05/09 14:00:19.000,Assign seriousness,Value 107,complete,Value 8,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case2557,Take in charge ticket,Value 8,2011/05/09 14:00:47.000,Take in charge ticket,Value 107,complete,Value 8,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case2557,Resolve ticket,Value 2,2011/05/09 14:16:30.000,Resolve ticket,Value 107,complete,Value 2,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case4490,Take in charge ticket,Value 13,2011/05/09 14:21:55.000,Take in charge ticket,Value 44,complete,Value 13,Value 3,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
Case4490,Resolve ticket,Value 13,2011/05/09 14:22:14.000,Resolve ticket,Value 44,complete,Value 13,Value 3,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
Case2710,Take in charge ticket,Value 2,2011/05/09 16:19:53.000,Take in charge ticket,Value 22,complete,Value 2,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case2069,Resolve ticket,Value 17,2011/05/09 16:37:40.000,Resolve ticket,Value 67,complete,Value 17,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 4
Case198,Resolve ticket,Value 17,2011/05/09 16:43:48.000,Resolve ticket,Value 67,complete,Value 17,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 4
Case4256,Start,Start,2011/05/10 08:34:01.000,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start
Case4256,Assign seriousness,Value 8,2011/05/10 08:34:01.000,Assign seriousness,Value 34,complete,Value 8,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case4256,Take in charge ticket,Value 8,2011/05/10 08:34:27.000,Take in charge ticket,Value 34,complete,Value 8,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case649,Start,Start,2011/05/10 08:37:28.000,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start
Case649,Assign seriousness,Value 8,2011/05/10 08:37:28.000,Assign seriousness,Value 34,complete,Value 8,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case649,Take in charge ticket,Value 8,2011/05/10 08:37:56.000,Take in charge ticket,Value 34,complete,Value 8,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case4256,Resolve ticket,Value 9,2011/05/10 09:20:17.000,Resolve ticket,Value 34,complete,Value 9,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case649,Resolve ticket,Value 9,2011/05/10 09:29:58.000,Resolve ticket,Value 34,complete,Value 9,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case3138,Start,Start,2011/05/10 09:46:22.000,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start
Case3138,Assign seriousness,Value 8,2011/05/10 09:46:22.000,Assign seriousness,Value 315,complete,Value 8,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case386,Start,Start,2011/05/10 09:52:39.000,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start
Case386,Assign seriousness,Value 8,2011/05/10 09:52:39.000,Assign seriousness,Value 107,complete,Value 8,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case386,Take in charge ticket,Value 8,2011/05/10 09:53:00.000,Take in charge ticket,Value 107,complete,Value 8,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case1672,Start,Start,2011/05/10 10:29:13.000,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start
Case1672,Assign seriousness,Value 8,2011/05/10 10:29:13.000,Assign seriousness,Value 58,complete,Value 8,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case4569,Start,Start,2011/05/10 10:42:08.000,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start
Case4569,Assign seriousness,Value 8,2011/05/10 10:42:08.000,Assign seriousness,Value 22,complete,Value 8,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case4569,Take in charge ticket,Value 8,2011/05/10 10:42:57.000,Take in charge ticket,Value 22,complete,Value 8,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case1672,Take in charge ticket,Value 8,2011/05/10 10:57:43.000,Take in charge ticket,Value 58,complete,Value 8,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case4252,Resolve ticket,Value 2,2011/05/10 11:38:32.000,Resolve ticket,Value 221,complete,Value 2,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case571,Start,Start,2011/05/10 11:41:18.000,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start
Case571,Assign seriousness,Value 8,2011/05/10 11:41:18.000,Assign seriousness,Value 198,complete,Value 8,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case3000,Start,Start,2011/05/10 11:45:07.000,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start
Case3000,Assign seriousness,Value 8,2011/05/10 11:45:07.000,Assign seriousness,Value 30,complete,Value 8,Value 1,Value 1,Value 4,Value 3,Value 1,Value 1,Value 1
Case3000,Take in charge ticket,Value 8,2011/05/10 11:45:18.000,Take in charge ticket,Value 30,complete,Value 8,Value 1,Value 1,Value 4,Value 3,Value 1,Value 1,Value 1
Case3000,Resolve ticket,Value 8,2011/05/10 13:26:23.000,Resolve ticket,Value 30,complete,Value 8,Value 1,Value 1,Value 4,Value 3,Value 1,Value 1,Value 1
Case2710,Wait,Value 14,2011/05/10 14:13:38.000,Wait,Value 22,complete,Value 14,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case4164,Start,Start,2011/05/10 14:52:19.000,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start
Case4164,Assign seriousness,Value 8,2011/05/10 14:52:19.000,Assign seriousness,Value 58,complete,Value 8,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case4164,Take in charge ticket,Value 8,2011/05/10 14:52:48.000,Take in charge ticket,Value 58,complete,Value 8,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case4164,Wait,Value 9,2011/05/10 16:15:20.000,Wait,Value 58,complete,Value 9,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case1243,Resolve ticket,Value 2,2011/05/10 16:22:45.000,Resolve ticket,Value 36,complete,Value 2,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case1672,Wait,Value 2,2011/05/10 16:41:06.000,Wait,Value 58,complete,Value 2,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case2781,Start,Start,2011/05/11 08:25:37.000,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start
Case2781,Assign seriousness,Value 8,2011/05/11 08:25:37.000,Assign seriousness,Value 92,complete,Value 8,Value 3,Value 1,Value 4,Value 2,Value 2,Value 1,Value 2
Case2781,Take in charge ticket,Value 8,2011/05/11 08:26:07.000,Take in charge ticket,Value 92,complete,Value 8,Value 3,Value 1,Value 4,Value 2,Value 2,Value 1,Value 2
Case675,Start,Start,2011/05/11 09:58:44.000,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start
Case675,Assign seriousness,Value 8,2011/05/11 09:58:44.000,Assign seriousness,Value 213,complete,Value 8,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case675,Take in charge ticket,Value 8,2011/05/11 09:59:25.000,Take in charge ticket,Value 213,complete,Value 8,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case1672,Take in charge ticket,Value 2,2011/05/11 10:41:54.000,Take in charge ticket,Value 58,complete,Value 2,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
