Incident ID,DateStamp,IncidentActivity_Number,IncidentActivity_Type,Assignment Group,KM number,Interaction ID
IM0000321,16-09-2013 12:59:54,001A5470859,Status Change,TEAM0007,KM0001624,#N/B
IM0000479,16-09-2013 13:05:04,001A5470863,Assignment,TEAM0003,KM0000553,SD0000682
IM0000479,16-09-2013 13:05:04,001A5470864,Operator Update,TEAM0003,KM0000553,SD0000682
IM0000457,16-09-2013 13:09:58,001A5471374,Operator Update,TEAM0003,KM0000611,#N/B
IM0000457,16-09-2013 13:09:58,001A5471373,Assignment,TEAM0003,KM0000611,#N/B
IM0000457,16-09-2013 13:09:58,001A5471372,Reassignment,TEAM0003,KM0000611,#N/B
IM0000215,16-09-2013 13:14:23,001A5472839,Operator Update,TEAM0078,KM0001250,SD0000245
IM0000504,16-09-2013 13:25:25,001A5472383,Status Change,TEAM0008,KM0001445,SD0000705
IM0000504,16-09-2013 13:25:25,001A5472382,Assignment,TEAM0008,KM0001445,SD0000705
IM0000321,16-09-2013 13:25:28,001A5473301,Assignment,TEAM0007,KM0001624,#N/B
IM0000321,16-09-2013 13:25:28,001A5473302,Status Change,TEAM0007,KM0001624,#N/B
IM0000321,16-09-2013 13:25:28,001A5473300,Reassignment,TEAM0007,KM0001624,#N/B
IM0000321,16-09-2013 13:25:28,001A5473303,Operator Update,TEAM0007,KM0001624,#N/B
IM0000505,16-09-2013 13:26:03,001A5472392,Status Change,TEAM0008,KM0001445,SD0000706
IM0000505,16-09-2013 13:26:03,001A5472391,Assignment,TEAM0008,KM0001445,SD0000706
IM0000496,16-09-2013 13:29:46,001A5472425,Reassignment,TEAM0045,KM0000828,SD0000698
IM0000496,16-09-2013 13:29:46,001A5472426,Assignment,TEAM0045,KM0000828,SD0000698
IM0000496,16-09-2013 13:29:46,001A5472427,Operator Update,TEAM0045,KM0000828,SD0000698
IM0000488,16-09-2013 13:31:33,001A5472923,Assignment,TEAM0007,KM0000813,SD0000693
IM0000473,16-09-2013 13:33:12,001A5473313,Operator Update,TEAM0020,KM0000507,SD0000674
IM0000512,16-09-2013 13:35:54,001A5472955,Assignment,TEAM0007,KM0001362,#N/B
IM0000280,16-09-2013 13:36:50,001A5472962,Operator Update,TEAM0027,KM0001163,SD0000345
IM0000480,16-09-2013 13:38:45,001A5472969,Operator Update,TEAM0004,KM0000611,#N/B
IM0000480,16-09-2013 13:38:45,001A5472968,Reassignment,TEAM0004,KM0000611,#N/B
IM0000480,16-09-2013 13:50:51,001A5471459,Assignment,TEAM0003,KM0000611,#N/B
IM0000049,16-09-2013 13:54:32,001A5471463,Operator Update,TEAM0015,KM0000592,SD0000076
IM0000485,16-09-2013 13:54:42,001A5471465,Assignment,TEAM0031,KM0000741,#N/B
IM0000485,16-09-2013 13:54:42,001A5471466,Status Change,TEAM0031,KM0000741,#N/B
IM0000485,16-09-2013 13:54:42,001A5471464,Reassignment,TEAM0031,KM0000741,#N/B
IM0000485,16-09-2013 13:54:42,001A5471467,Operator Update,TEAM0031,KM0000741,#N/B
IM0000321,16-09-2013 13:56:52,001A5471477,Assignment,TEAM0023,KM0001624,#N/B
IM0000321,16-09-2013 13:56:52,001A5471478,Status Change,TEAM0023,KM0001624,#N/B
IM0000453,16-09-2013 13:59:03,001A5471487,Operator Update,TEAM0003,KM0000611,SD0000659
IM0000453,16-09-2013 13:59:03,001A5471486,Assignment,TEAM0003,KM0000611,SD0000659
IM0000453,16-09-2013 13:59:03,001A5471485,Reassignment,TEAM0003,KM0000611,SD0000659
IM0000514,16-09-2013 14:03:05,001A5474118,Reassignment,TEAM0008,KM0000318,SD0000715
IM0000514,16-09-2013 14:04:43,001A5473032,Operator Update,TEAM0008,KM0000318,SD0000715
IM0000485,16-09-2013 14:06:10,001A5473035,Operator Update,TEAM0007,KM0000741,#N/B
IM0000485,16-09-2013 14:06:10,001A5473034,Assignment,TEAM0007,KM0000741,#N/B
IM0000457,16-09-2013 14:11:33,001A5471539,Update from customer,TEAM0002,KM0000611,#N/B
IM0000457,16-09-2013 14:11:33,001A5471538,Assignment,TEAM0002,KM0000611,#N/B
IM0000457,16-09-2013 14:11:33,001A5471537,Reassignment,TEAM0002,KM0000611,#N/B
IM0000067,16-09-2013 14:15:42,001A5473394,Reassignment,TEAM0024,KM0000650,#N/B
IM0000067,16-09-2013 14:15:42,001A5473395,Assignment,TEAM0024,KM0000650,#N/B
IM0000067,16-09-2013 14:19:02,001A5474158,Reassignment,TEAM0025,KM0000650,#N/B
IM0000067,16-09-2013 14:19:02,001A5474159,Assignment,TEAM0025,KM0000650,#N/B
IM0000067,16-09-2013 14:19:02,001A5474160,Operator Update,TEAM0025,KM0000650,#N/B
IM0000434,16-09-2013 14:23:01,001A5473091,Status Change,TEAM0003,KM0000611,SD0000644
IM0000434,16-09-2013 14:23:01,001A5473092,Analysis/Research,TEAM0003,KM0000611,SD0000644
IM0000473,16-09-2013 14:25:48,001A5471591,Status Change,TEAM9999,KM0000507,SD0000674
IM0000473,16-09-2013 14:25:48,001A5471592,Operator Update,TEAM9999,KM0000507,SD0000674
IM0000443,16-09-2013 14:27:04,001A5473104,Reassignment,TEAM0003,KM0000553,SD0000648
IM0000443,16-09-2013 14:27:04,001A5473105,Assignment,TEAM0003,KM0000553,SD0000648
IM0000443,16-09-2013 14:27:04,001A5473106,Analysis/Research,TEAM0003,KM0000553,SD0000648
IM0000457,16-09-2013 14:27:23,001A5473436,Reassignment,TEAM0003,KM0000611,#N/B
IM0000457,16-09-2013 14:27:23,001A5473437,Operator Update,TEAM0003,KM0000611,#N/B
IM0000512,16-09-2013 14:27:38,001A5474180,Closed,TEAM0007,KM0001362,#N/B
IM0000512,16-09-2013 14:27:38,001A5474181,Caused By CI,TEAM0007,KM0001362,#N/B
IM0000453,16-09-2013 14:30:49,001A5473109,Operator Update,TEAM0004,KM0000611,SD0000659
IM0000412,16-09-2013 14:35:59,001A5471616,Reassignment,TEAM0003,KM0000553,SD0000609
IM0000412,16-09-2013 14:35:59,001A5471618,Update,TEAM0003,KM0000553,SD0000609
IM0000412,16-09-2013 14:35:59,001A5471617,Assignment,TEAM0003,KM0000553,SD0000609
IM0000321,16-09-2013 14:36:49,001A5471621,Operator Update,TEAM0023,KM0001624,#N/B
IM0000510,16-09-2013 14:37:42,001A5473461,Reassignment,TEAM0018,KM0001113,SD0000714
IM0000142,16-09-2013 14:40:51,001A5473131,Update from customer,TEAM0034,KM0001269,#N/B
IM0000142,16-09-2013 14:40:51,001A5473130,Reassignment,TEAM0034,KM0001269,#N/B
IM0000515,16-09-2013 14:41:26,001A5473134,Reassignment,TEAM0031,KM0000611,SD0000716
IM0000515,16-09-2013 14:41:26,001A5473135,Update,TEAM0031,KM0000611,SD0000716
IM0000445,16-09-2013 14:48:51,001A5473157,Analysis/Research,TEAM0003,KM0000611,SD0000650
IM0000445,16-09-2013 14:49:09,001A5473158,Status Change,TEAM0003,KM0000611,SD0000650
IM0000321,16-09-2013 14:49:44,001A5471659,Quality Indicator,TEAM0023,KM0001624,#N/B
IM0000321,16-09-2013 14:49:44,001A5471658,Closed,TEAM0023,KM0001624,#N/B
IM0000521,16-09-2013 14:50:22,001A5471662,Open,TEAM0016,KM0001106,SD0000723
IM0000346,16-09-2013 14:52:56,001A5473495,Status Change,TEAM0065,KM0000926,#N/B
IM0000287,16-09-2013 14:56:06,001A5474877,Assignment,TEAM0046,KM0001762,SD0000356
IM0000287,16-09-2013 14:56:06,001A5474878,Status Change,TEAM0046,KM0001762,SD0000356
IM0000287,16-09-2013 14:56:06,001A5474879,Analysis/Research,TEAM0046,KM0001762,SD0000356
IM0000287,16-09-2013 14:56:07,001A5474880,External Vendor Assignment,TEAM0046,KM0001762,SD0000356
IM0000448,16-09-2013 14:56:47,001A5474243,Assignment,TEAM0014,KM0000479,SD0000657
IM0000448,16-09-2013 14:56:47,001A5474244,Update,TEAM0014,KM0000479,SD0000657
IM0000448,16-09-2013 14:56:47,001A5474242,Reassignment,TEAM0014,KM0000479,SD0000657
IM0000499,16-09-2013 14:57:14,001A5474248,Assignment,TEAM0014,KM0001106,SD0000700
IM0000499,16-09-2013 14:57:14,001A5474249,Update,TEAM0014,KM0001106,SD0000700
IM0000499,16-09-2013 14:57:14,001A5474247,Reassignment,TEAM0014,KM0001106,SD0000700
IM0000480,16-09-2013 14:57:44,001A5473506,Assignment,TEAM0003,KM0000611,#N/B
IM0000480,16-09-2013 14:57:44,001A5473507,Operator Update,TEAM0003,KM0000611,#N/B
IM0000453,16-09-2013 14:58:07,001A5473177,Reassignment,TEAM0004,KM0000611,SD0000659
IM0000453,16-09-2013 14:58:07,001A5473178,Assignment,TEAM0004,KM0000611,SD0000659
IM0000445,16-09-2013 14:59:40,001A5473182,Analysis/Research,TEAM0003,KM0000611,SD0000650
IM0000519,16-09-2013 15:00:02,001A5473183,Open,TEAM0008,KM0001283,#N/B
IM0000518,16-09-2013 15:00:12,001A5473510,Open,TEAM0008,KM0000454,SD0000725
IM0000359,16-09-2013 15:03:00,001A5474275,Status Change,TEAM0007,KM0001363,#N/B
IM0000412,16-09-2013 15:07:22,001A5474922,Communication with vendor,TEAM0005,KM0000553,SD0000609
IM0000412,16-09-2013 15:07:22,001A5474921,Assignment,TEAM0005,KM0000553,SD0000609
IM0000412,16-09-2013 15:07:22,001A5474920,Reassignment,TEAM0005,KM0000553,SD0000609
IM0000457,16-09-2013 15:07:57,001A5473200,Update,TEAM0004,KM0000611,#N/B
IM0000457,16-09-2013 15:07:57,001A5473199,Reassignment,TEAM0004,KM0000611,#N/B
IM0000304,16-09-2013 15:09:23,001A5473525,Analysis/Research,TEAM0081,KM0000994,SD0000462
IM0000457,16-09-2013 15:09:50,001A5473527,Closed,TEAM0003,KM0000611,#N/B
IM0000457,16-09-2013 15:09:50,001A5473528,Caused By CI,TEAM0003,KM0000611,#N/B
IM0000499,16-09-2013 15:09:59,001A5474926,Assignment,TEAM0016,KM0001106,SD0000700
IM0000304,16-09-2013 15:10:20,001A5473530,Reassignment,TEAM0081,KM0000994,SD0000462
IM0000304,16-09-2013 15:10:20,001A5473531,Assignment,TEAM0081,KM0000994,SD0000462
IM0000465,16-09-2013 15:11:08,001A5474931,Assignment,TEAM0003,KM0000611,SD0000671
IM0000427,16-09-2013 15:12:08,001A5474933,External Vendor Assignment,TEAM0003,KM0000611,SD0000634
IM0000427,16-09-2013 15:12:08,001A5474932,Status Change,TEAM0003,KM0000611,SD0000634
IM0000495,16-09-2013 15:12:10,001A5474934,Reassignment,TEAM0015,KM0001163,SD0000697
IM0000495,16-09-2013 15:12:10,001A5474936,Operator Update,TEAM0015,KM0001163,SD0000697
IM0000495,16-09-2013 15:12:10,001A5474935,Assignment,TEAM0015,KM0001163,SD0000697
IM0000412,16-09-2013 15:12:24,001A5474944,Assignment,TEAM0003,KM0000553,SD0000609
IM0000412,16-09-2013 15:12:24,001A5474945,Operator Update,TEAM0003,KM0000553,SD0000609
IM0000412,16-09-2013 15:12:24,001A5474943,Reassignment,TEAM0003,KM0000553,SD0000609
IM0000480,16-09-2013 15:15:21,001A5473539,Caused By CI,TEAM0003,KM0000611,#N/B
IM0000480,16-09-2013 15:15:21,001A5473538,Closed,TEAM0003,KM0000611,#N/B
IM0000470,16-09-2013 15:16:58,001A5474957,Reopen,TEAM0010,KM0000966,#N/B
IM0000470,16-09-2013 15:16:58,001A5474958,Update,TEAM0010,KM0000966,#N/B
IM0000470,16-09-2013 15:16:58,001A5474956,Assignment,TEAM0010,KM0000966,#N/B
IM0000470,16-09-2013 15:19:11,001A5474964,Update,TEAM0010,KM0000966,#N/B
IM0000363,16-09-2013 15:21:00,001A5473554,Operator Update,TEAM0027,KM0001234,SD0000553
IM0000363,16-09-2013 15:21:00,001A5473553,Assignment,TEAM0027,KM0001234,SD0000553
IM0000412,16-09-2013 15:22:31,001A5474973,Reassignment,TEAM0005,KM0000553,SD0000609
IM0000412,16-09-2013 15:22:31,001A5474975,Communication with vendor,TEAM0005,KM0000553,SD0000609
IM0000412,16-09-2013 15:22:31,001A5474974,Assignment,TEAM0005,KM0000553,SD0000609
IM0000237,16-09-2013 15:26:08,001A5474345,Assignment,TEAM0014,KM0001106,#N/B
IM0000237,16-09-2013 15:26:08,001A5474344,Reassignment,TEAM0014,KM0001106,#N/B
IM0000237,16-09-2013 15:26:09,001A5474346,Update,TEAM0014,KM0001106,#N/B
IM0000067,16-09-2013 15:27:25,001A5473232,Assignment,TEAM0024,KM0000650,#N/B
IM0000067,16-09-2013 15:27:25,001A5473233,Update from customer,TEAM0024,KM0000650,#N/B
IM0000067,16-09-2013 15:27:25,001A5473231,Reassignment,TEAM0024,KM0000650,#N/B
IM0000304,16-09-2013 15:27:40,001A5474350,Assignment,TEAM0069,KM0000994,SD0000462
IM0000328,16-09-2013 15:28:51,001A5474980,Assignment,TEAM0008,KM0000720,SD0000504
IM0000445,16-09-2013 15:29:09,001A5473236,Assignment,TEAM0003,KM0000611,SD0000650
IM0000445,16-09-2013 15:29:09,001A5473237,Analysis/Research,TEAM0003,KM0000611,SD0000650
IM0000443,16-09-2013 15:29:22,001A5474982,Update from customer,TEAM0002,KM0000553,SD0000648
IM0000494,16-09-2013 15:29:32,001A5473566,Status Change,TEAM0075,KM0001131,SD0000687
IM0000494,16-09-2013 15:29:32,001A5473567,Operator Update,TEAM0075,KM0001131,SD0000687
IM0000518,16-09-2013 15:30:59,001A5473573,Assignment,TEAM0113,KM0000454,SD0000725
IM0000453,16-09-2013 15:32:30,001A5473574,Assignment,TEAM0003,KM0000611,SD0000659
IM0000495,16-09-2013 15:33:26,001A5474366,Assignment,TEAM0025,KM0001163,SD0000697
IM0000412,16-09-2013 15:33:56,001A5475019,Reassignment,TEAM0003,KM0000553,SD0000609
IM0000412,16-09-2013 15:34:30,001A5475020,Operator Update,TEAM0003,KM0000553,SD0000609
IM0000509,16-09-2013 15:38:51,001A5473588,Reassignment,TEAM0018,KM0001382,SD0000709
IM0000271,16-09-2013 15:42:58,001A5475061,Update from customer,TEAM0002,KM0000611,SD0000336
IM0000237,16-09-2013 15:44:48,001A5475067,Reassignment,TEAM0016,KM0001106,#N/B
IM0000237,16-09-2013 15:44:48,001A5475068,Operator Update,TEAM0016,KM0001106,#N/B
IM0000500,16-09-2013 15:45:23,001A5474406,Assignment,TEAM0008,KM0000741,#N/B
IM0000500,16-09-2013 15:45:23,001A5474407,Status Change,TEAM0008,KM0000741,#N/B
IM0000418,16-09-2013 15:50:15,001A5474420,Update from customer,TEAM0002,KM0000611,SD0000617
IM0000274,16-09-2013 15:54:20,001A5474430,Update,TEAM0002,KM0000611,#N/B
IM0000274,16-09-2013 15:54:20,001A5474429,Reopen,TEAM0002,KM0000611,#N/B
IM0000328,16-09-2013 15:55:52,001A5475096,Operator Update,TEAM0008,KM0000720,SD0000504
IM0000202,16-09-2013 15:56:18,001A5475685,Reassignment,TEAM0062,KM0001763,SD0000231
IM0000202,16-09-2013 15:56:18,001A5475686,Assignment,TEAM0062,KM0001763,SD0000231
IM0000470,16-09-2013 15:59:54,001A5473620,Reassignment,TEAM0049,KM0000966,#N/B
IM0000470,16-09-2013 15:59:54,001A5473621,Update,TEAM0049,KM0000966,#N/B
IM0000500,16-09-2013 16:00:13,001A5474439,Reassignment,TEAM0008,KM0000741,#N/B
IM0000500,16-09-2013 16:00:13,001A5474441,Operator Update,TEAM0008,KM0000741,#N/B
IM0000500,16-09-2013 16:00:13,001A5474440,Status Change,TEAM0008,KM0000741,#N/B
IM0000453,16-09-2013 16:01:31,001A5475696,Status Change,TEAM0003,KM0000611,SD0000659
IM0000453,16-09-2013 16:01:31,001A5475697,Update,TEAM0003,KM0000611,SD0000659
IM0000447,16-09-2013 16:02:45,001A5475702,Assignment,TEAM0015,KM0000592,SD0000655
IM0000500,16-09-2013 16:02:53,001A5474456,Operator Update,TEAM0008,KM0000741,#N/B
IM0000449,16-09-2013 16:06:20,001A5473639,Update,TEAM0049,KM0001327,SD0000667
IM0000509,16-09-2013 16:07:37,001A5475131,Reassignment,TEAM0035,KM0001382,SD0000709
IM0000509,16-09-2013 16:07:37,001A5475132,Communication with customer,TEAM0035,KM0001382,SD0000709
IM0000523,16-09-2013 16:07:53,001A5475133,Open,TEAM0018,KM0001111,SD0000731
IM0000511,16-09-2013 16:08:14,001A5474479,Assignment,TEAM0008,KM0000711,#N/B
IM0000511,16-09-2013 16:08:14,001A5474480,Status Change,TEAM0008,KM0000711,#N/B
IM0000202,16-09-2013 16:10:08,001A5475139,Operator Update,TEAM0046,KM0001763,SD0000231
IM0000202,16-09-2013 16:10:08,001A5475138,Status Change,TEAM0046,KM0001763,SD0000231
IM0000202,16-09-2013 16:10:08,001A5475137,Assignment,TEAM0046,KM0001763,SD0000231
IM0000470,16-09-2013 16:11:18,001A5475715,Reassignment,TEAM0008,KM0000966,#N/B
IM0000470,16-09-2013 16:11:18,001A5475716,Operator Update,TEAM0008,KM0000966,#N/B
IM0000311,16-09-2013 16:13:37,001A5474500,Update from customer,TEAM0002,KM0000611,SD0000482
IM0000311,16-09-2013 16:13:37,001A5474498,Reassignment,TEAM0002,KM0000611,SD0000482
IM0000311,16-09-2013 16:13:37,001A5474499,Assignment,TEAM0002,KM0000611,SD0000482
IM0000523,16-09-2013 16:13:58,001A5475150,Update,TEAM0018,KM0001111,SD0000731
IM0000328,16-09-2013 16:20:09,001A5475169,Operator Update,TEAM0008,KM0000720,SD0000504
IM0000511,16-09-2013 16:22:40,001A5474542,Operator Update,TEAM0008,KM0000711,#N/B
IM0000511,16-09-2013 16:22:40,001A5474541,Status Change,TEAM0008,KM0000711,#N/B
IM0000511,16-09-2013 16:22:40,001A5474540,Reassignment,TEAM0008,KM0000711,#N/B
IM0000328,16-09-2013 16:23:20,001A5475180,Operator Update,TEAM0008,KM0000720,SD0000504
IM0000328,16-09-2013 16:23:20,001A5475179,Status Change,TEAM0008,KM0000720,SD0000504
IM0000328,16-09-2013 16:23:20,001A5475178,Assignment,TEAM0008,KM0000720,SD0000504
IM0000328,16-09-2013 16:23:20,001A5475177,Reassignment,TEAM0008,KM0000720,SD0000504
IM0000274,16-09-2013 16:23:34,001A5475181,Assignment,TEAM0003,KM0000611,#N/B
IM0000274,16-09-2013 16:23:34,001A5475182,Operator Update,TEAM0003,KM0000611,#N/B
IM0000428,16-09-2013 16:24:21,001A5475188,Operator Update,TEAM0003,KM0000611,SD0000635
IM0000470,16-09-2013 16:25:12,001A5473683,Assignment,TEAM0049,KM0000966,#N/B
IM0000470,16-09-2013 16:25:13,001A5473684,Status Change,TEAM0049,KM0000966,#N/B
IM0000470,16-09-2013 16:30:08,001A5473698,Update,TEAM0049,KM0000966,#N/B
IM0000311,16-09-2013 16:30:39,001A5473699,Assignment,TEAM0003,KM0000611,SD0000482
IM0000274,16-09-2013 16:31:20,001A5475202,Reassignment,TEAM0003,KM0000611,#N/B
IM0000274,16-09-2013 16:31:20,001A5475203,Assignment,TEAM0003,KM0000611,#N/B
IM0000274,16-09-2013 16:31:20,001A5475204,Status Change,TEAM0003,KM0000611,#N/B
IM0000448,16-09-2013 16:32:18,001A5474571,Status Change,TEAM0008,KM0000479,SD0000657
IM0000391,16-09-2013 16:34:20,001A5475737,Reassignment,TEAM0086,KM0001446,SD0000584
IM0000391,16-09-2013 16:34:21,001A5475738,Update,TEAM0086,KM0001446,SD0000584
IM0000324,16-09-2013 16:35:08,001A5473715,Operator Update,TEAM0008,KM0001346,#N/B
IM0000324,16-09-2013 16:35:08,001A5473714,Assignment,TEAM0008,KM0001346,#N/B
IM0000222,16-09-2013 16:37:12,001A5475219,Communication with customer,TEAM0003,KM0000611,SD0000257
IM0000274,16-09-2013 16:42:47,001A5474596,Update from customer,TEAM0002,KM0000611,#N/B
IM0000465,16-09-2013 16:55:49,001A5475245,Assignment,TEAM0003,KM0000611,SD0000671
IM0000465,16-09-2013 16:55:49,001A5475244,Reassignment,TEAM0003,KM0000611,SD0000671
IM0000465,16-09-2013 16:56:42,001A5475247,Status Change,TEAM0003,KM0000611,SD0000671
IM0000465,16-09-2013 16:56:42,001A5475246,Assignment,TEAM0003,KM0000611,SD0000671
IM0000470,16-09-2013 17:08:33,001A5473772,Update,TEAM0049,KM0000966,#N/B
IM0000311,16-09-2013 17:08:57,001A5473773,Status Change,TEAM0003,KM0000611,SD0000482
IM0000311,16-09-2013 17:08:57,001A5473774,Operator Update,TEAM0003,KM0000611,SD0000482
IM0000311,16-09-2013 17:08:58,001A5473775,External Vendor Assignment,TEAM0003,KM0000611,SD0000482
IM0000510,16-09-2013 17:11:16,001A5473780,Assignment,TEAM0053,KM0001113,SD0000714
IM0000516,16-09-2013 17:12:11,001A5473782,Assignment,TEAM0053,KM0001113,SD0000717
IM0000412,16-09-2013 17:12:32,001A5473783,Reassignment,TEAM0004,KM0000553,SD0000609
IM0000412,16-09-2013 17:12:32,001A5473784,Update,TEAM0004,KM0000553,SD0000609
IM0000470,16-09-2013 17:15:35,001A5473785,Update,TEAM0049,KM0000966,#N/B
IM0000470,16-09-2013 17:22:09,001A5473797,Update,TEAM0049,KM0000966,#N/B
IM0000470,16-09-2013 17:22:09,001A5473796,Assignment,TEAM0049,KM0000966,#N/B
IM0000470,16-09-2013 17:22:09,001A5473795,Reassignment,TEAM0049,KM0000966,#N/B
IM0000256,16-09-2013 17:32:03,001A5474680,Assignment,TEAM0008,KM0001414,#N/B
IM0000256,16-09-2013 17:32:03,001A5474681,Update from customer,TEAM0008,KM0001414,#N/B
IM0000494,16-09-2013 17:54:06,001A5473839,Assignment,TEAM0075,KM0001131,SD0000687
IM0000494,16-09-2013 17:54:06,001A5473840,Operator Update,TEAM0075,KM0001131,SD0000687
IM0000494,16-09-2013 17:54:35,001A5473841,Status Change,TEAM0075,KM0001131,SD0000687
IM0000527,16-09-2013 18:00:04,001A5474713,Open,TEAM0008,KM0001081,SD0000729
IM0000527,17-09-2013 06:34:50,001A5475374,Update,TEAM0001,KM0001081,SD0000729
IM0000527,17-09-2013 06:34:50,001A5475373,Reassignment,TEAM0001,KM0001081,SD0000729
IM0000527,17-09-2013 06:34:50,001A5475375,Description Update,TEAM0001,KM0001081,SD0000729
IM0000524,17-09-2013 07:14:04,001A5475384,Open,TEAM0008,KM0001447,#N/B
IM0000527,17-09-2013 07:30:26,001A5474814,Assignment,TEAM0057,KM0001081,SD0000729
IM0000527,17-09-2013 07:30:26,001A5474815,Status Change,TEAM0057,KM0001081,SD0000729
IM0000527,17-09-2013 07:30:26,001A5474816,Operator Update,TEAM0057,KM0001081,SD0000729
IM0000328,17-09-2013 07:36:09,001A5474819,Assignment,TEAM0057,KM0000720,SD0000504
IM0000328,17-09-2013 07:36:10,001A5474820,Status Change,TEAM0057,KM0000720,SD0000504
IM0000212,17-09-2013 07:40:36,001A5476963,Communication with customer,TEAM9999,KM0000970,SD0000243
IM0000485,17-09-2013 07:52:15,001A5475857,Communication with customer,TEAM0007,KM0000741,#N/B
IM0000485,17-09-2013 07:52:15,001A5475856,Status Change,TEAM0007,KM0000741,#N/B
IM0000222,17-09-2013 07:52:22,001A5475405,Operator Update,TEAM0023,KM0000611,SD0000257
IM0000494,17-09-2013 07:54:26,001A5474845,Update,TEAM0075,KM0001131,SD0000687
IM0000494,17-09-2013 07:54:26,001A5474844,Status Change,TEAM0075,KM0001131,SD0000687
IM0000494,17-09-2013 07:54:26,001A5474843,Assignment,TEAM0075,KM0001131,SD0000687
IM0000391,17-09-2013 07:56:44,001A5474850,Operator Update,TEAM0008,KM0001446,SD0000584
IM0000509,17-09-2013 08:08:52,001A5474869,Assignment,TEAM0034,KM0001382,SD0000709
IM0000363,17-09-2013 08:11:20,001A5475878,Assignment,TEAM0015,KM0001234,SD0000553
IM0000449,17-09-2013 08:12:07,001A5475429,Assignment,TEAM0049,KM0001327,SD0000667
IM0000439,17-09-2013 08:13:09,001A5475880,Assignment,TEAM0010,KM0000711,SD0000645
IM0000438,17-09-2013 08:15:03,001A5475433,Operator Update,TEAM0023,KM0000760,SD0000640
IM0000473,17-09-2013 08:15:25,001A5474009,Operator Update,TEAM0008,KM0000507,SD0000674
IM0000412,17-09-2013 08:16:00,001A5474012,Update,TEAM0003,KM0000553,SD0000609
IM0000412,17-09-2013 08:16:00,001A5474010,Reassignment,TEAM0003,KM0000553,SD0000609
IM0000412,17-09-2013 08:16:00,001A5474011,Assignment,TEAM0003,KM0000553,SD0000609
IM0000449,17-09-2013 08:16:06,001A5475435,Update,TEAM0049,KM0001327,SD0000667
IM0000501,17-09-2013 08:21:58,001A5474037,Operator Update,TEAM0008,KM0001526,SD0000703
IM0000391,17-09-2013 08:24:36,001A5474044,Status Change,TEAM0008,KM0001446,SD0000584
IM0000391,17-09-2013 08:24:36,001A5474043,Assignment,TEAM0008,KM0001446,SD0000584
IM0000520,17-09-2013 08:26:58,001A5475893,Open,TEAM0008,KM0000874,SD0000730
IM0000391,17-09-2013 08:30:23,001A5474058,Communication with customer,TEAM0008,KM0001446,SD0000584
IM0000377,17-09-2013 08:34:49,001A5475904,Reassignment,TEAM0016,KM0001106,SD0000573
IM0000377,17-09-2013 08:34:49,001A5475905,Assignment,TEAM0016,KM0001106,SD0000573
IM0000377,17-09-2013 08:34:49,001A5475906,Operator Update,TEAM0016,KM0001106,SD0000573
IM0000448,17-09-2013 08:35:52,001A5475910,Operator Update,TEAM0008,KM0000479,SD0000657
IM0000448,17-09-2013 08:35:52,001A5475909,Reassignment,TEAM0008,KM0000479,SD0000657
IM0000391,17-09-2013 08:47:09,001A5477368,Operator Update,TEAM0008,KM0001446,SD0000584
IM0000391,17-09-2013 08:47:09,001A5477367,Assignment,TEAM0008,KM0001446,SD0000584
IM0000466,17-09-2013 08:49:05,001A5477376,Communication with vendor,TEAM0008,KM0000897,SD0000672
IM0000411,17-09-2013 08:51:10,001A5475939,Assignment,TEAM0063,KM0001592,SD0000608
IM0000411,17-09-2013 08:51:10,001A5475940,Status Change,TEAM0063,KM0001592,SD0000608
IM0000243,17-09-2013 08:55:41,001A5478102,Update,TEAM0018,KM0001270,#N/B
IM0000254,17-09-2013 09:01:50,001A5478116,Update,TEAM0018,KM0001269,SD0000303
IM0000495,17-09-2013 09:05:56,001A5478126,Operator Update,TEAM0025,KM0001163,SD0000697
IM0000357,17-09-2013 09:07:54,001A5475542,Update,TEAM0018,KM0001270,#N/B
IM0000439,17-09-2013 09:08:29,001A5475968,Reassignment,TEAM0010,KM0000711,SD0000645
IM0000439,17-09-2013 09:08:30,001A5475969,Assignment,TEAM0010,KM0000711,SD0000645
IM0000439,17-09-2013 09:08:30,001A5475970,Operator Update,TEAM0010,KM0000711,SD0000645
IM0000395,17-09-2013 09:09:14,001A5475545,Update,TEAM0019,KM0001111,SD0000595
IM0000412,17-09-2013 09:14:15,001A5477419,Update from customer,TEAM0002,KM0000553,SD0000609
IM0000465,17-09-2013 09:14:38,001A5477420,Update from customer,TEAM0002,KM0000611,SD0000671
IM0000525,17-09-2013 09:25:12,001A5478201,Open,TEAM0018,KM0001270,#N/B
IM0000525,17-09-2013 09:25:57,001A5478209,Update,TEAM0018,KM0001270,#N/B
IM0000447,17-09-2013 09:26:07,001A5475579,Update,TEAM0014,KM0000592,SD0000655
IM0000320,17-09-2013 09:26:42,001A5478212,Update,TEAM0018,KM0001269,#N/B
IM0000320,17-09-2013 09:26:42,001A5478211,Reopen,TEAM0018,KM0001269,#N/B
IM0000524,17-09-2013 09:28:31,001A5475587,Pending vendor,TEAM0086,KM0001447,#N/B
IM0000524,17-09-2013 09:28:31,001A5475586,Reassignment,TEAM0086,KM0001447,#N/B
IM0000498,17-09-2013 09:36:28,001A5478240,Reassignment,TEAM0003,KM0001274,SD0000695
